#Plane_2u1
#Card       tzero  t_zero_err      entries
0    26.50000     0.00000             25
1    6.50000     0.00000             891
2    11.03894     0.33152             619578
3    12.16065     0.60309             210543
4    4.25011     1.63452             4108
5    0.50000     0.00000             968
6    40.50000     0.00000             107
