#Plane_1x2
#Card       tzero  t_zero_err      entries
0    40.50000     0.00000             175
1    7.74807     0.23413             611505
2    0.90728     0.26003             142641
3    5.53675     2.45210             4053
4    10.50000     0.00000             1719
