#Plane_1x1
#Card       tzero  t_zero_err      entries
0    14.50000     0.00000             336
1    2.08502     0.12239             615726
2    3.89403     0.46703             133085
3    8.42502     3.95376             4039
4    10.50000     0.00000             1755
