#Plane_2x1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             359
1    6.32007     0.21734             719211
2    3.74748     0.54496             118103
3    1.11521     1.86179             4233
4    10.50000     0.00000             1573
