#Plane_2v1
#Card       tzero  t_zero_err      entries
0    30.50000     0.00000             167
1    28.50000     0.00000             672
2    12.06872     1.06789             134315
3    11.61343     0.39022             685997
4    -16.92474     5.70010             2852
5    0.50000     0.00000             872
6    30.50000     0.00000             138
