#Plane_1u2
#Card       tzero  t_zero_err      entries
0    -21.50000     0.00000             24
1    6.50000     0.00000             131
2    2.08406     2.71324             6878
3    6.23661     0.21548             736018
4    8.09421     4.61956             2897
5    12.50000     0.00000             664
6    30.50000     0.00000             73
