#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: C12        kin_type:  SRC            
# target_amu: 12.010700                 
# target_density [g/cm3]: 1.8000     
# target_thickness [cm]: 0.3188      
# target_areal_density [g/cm2]: 0.5738
#
# N: 6
# Z: 6
# A: 12
# transparency: 0.6
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17076,1111.248,61.267,55.133,270.000,16.432,266.053,16.471,3.947,1.140,0.999,1.383E-04,0.973,6.300E-04,1.017,-NAN,0.935,2.350E-03,3.087E+02,1.271E+02,9.812E+01,5.686E+00,4.005E-02,2.382E-01,2.368E-01,8.576E-02,4.072E-02,11078.000,10353.000,-1.0,513.0,129.0,1.0,-0.417,0.376,0.805,0.022,0.995,0.053,1.031,0.037,343.636,345.668,350.877,333.088,304.994,293.323,275.318,285.393,269.434,278.779,289.334,298.531,3.616,3.577,3.152,3.018,2.730,2.501,2.217,2.276,2.087,2.231,2.179,2.332,234.413,239.315,234.165,228.277,252.490,253.508,238.207,233.467,216.302,223.041,226.604,234.550,1.826,1.736,1.796,1.862,2.068,2.122,1.736,1.697,1.817,1.764,1.807,1.984,0.973,0.023,2.000E+00,7.333E+04,0.973,0.001
17078,336.333,9.181,27.297,31.000,5.568,30.342,5.587,0.658,0.465,1.000,2.082E-04,0.980,1.773E-03,1.049,-NAN,0.936,4.241E-03,1.525E+02,6.047E+01,4.766E+01,2.803E+00,1.340E-02,6.356E-02,6.292E-02,5.712E-02,1.406E-02,3352.000,3136.000,-1.0,1025.0,65.0,1.0,-0.424,0.370,0.805,0.022,0.994,0.052,1.023,0.037,334.598,339.367,346.962,323.199,299.265,290.143,268.652,276.129,264.856,273.316,277.142,292.100,4.882,5.226,4.986,4.546,4.260,4.016,3.134,3.450,3.261,3.227,3.203,3.351,227.228,227.660,228.191,221.690,250.471,254.143,226.175,227.791,207.916,219.679,225.671,225.472,3.745,3.677,3.970,4.162,4.386,4.685,3.704,3.760,4.189,4.295,3.938,3.956,0.986,0.097,0.000E+00,5.608E+03,0.978,0.002
17079,775.238,21.528,27.769,105.000,10.247,103.684,10.268,1.316,0.658,1.000,1.332E-04,0.983,1.113E-03,1.051,-NAN,0.934,2.825E-03,1.550E+02,6.131E+01,4.838E+01,2.851E+00,1.306E-02,6.379E-02,6.317E-02,5.753E-02,1.373E-02,7726.000,7216.000,-1.0,1025.0,65.0,1.0,-0.399,0.376,0.805,0.022,0.993,0.052,1.020,0.036,339.678,347.057,344.083,336.028,306.779,292.142,270.302,276.417,259.110,274.628,276.949,284.000,3.431,3.618,3.254,3.398,2.957,2.664,2.133,2.242,2.084,2.117,2.096,2.181,220.037,227.523,226.403,216.253,252.534,244.526,227.543,222.774,201.441,212.671,218.561,230.887,2.510,2.468,2.597,2.629,2.978,2.776,2.476,2.361,2.587,2.536,2.420,2.738,0.987,0.067,0.000E+00,1.308E+04,0.981,0.001
17080,2278.778,89.700,39.363,430.000,20.736,425.066,20.776,4.934,1.274,0.999,8.410E-05,0.979,5.918E-04,1.027,-NAN,0.939,1.587E-03,2.202E+02,8.854E+01,6.923E+01,4.049E+00,2.304E-02,9.724E-02,9.593E-02,8.593E-02,2.366E-02,22708.000,21325.000,-1.0,1025.0,65.0,1.0,-0.420,0.371,0.805,0.022,0.994,0.052,1.024,0.036,337.576,348.140,344.036,332.672,307.075,295.308,273.496,278.319,261.789,271.077,280.357,289.266,2.600,2.774,2.464,2.478,2.285,1.897,1.678,1.755,1.627,1.616,1.670,1.649,224.641,229.729,226.956,219.617,251.398,252.442,229.875,224.308,209.497,218.138,220.248,224.193,2.017,1.907,2.031,2.105,2.246,2.326,1.923,1.838,1.929,2.128,1.894,1.919,0.981,0.028,3.000E+00,5.435E+04,0.978,0.001
17081,2750.668,102.225,37.164,461.000,21.471,454.750,21.519,6.250,1.434,0.999,8.302E-05,0.979,5.590E-04,1.029,-NAN,0.939,1.443E-03,2.077E+02,8.343E+01,6.527E+01,3.821E+00,2.108E-02,9.100E-02,8.978E-02,8.042E-02,2.169E-02,27414.000,25748.000,-1.0,1025.0,65.0,1.0,-0.415,0.382,0.805,0.022,0.994,0.052,1.024,0.036,337.160,346.574,346.134,334.417,306.809,296.176,274.435,284.019,261.654,276.060,281.865,294.264,2.587,2.708,2.524,2.513,2.292,1.932,1.669,1.826,1.629,1.687,1.686,1.695,225.719,234.902,232.111,222.615,251.242,251.054,227.887,228.486,214.264,217.871,216.537,223.909,2.034,2.000,2.177,2.176,2.278,2.286,1.911,1.897,2.028,2.120,1.822,1.972,0.982,0.027,3.000E+00,6.166E+04,0.978,0.001
17082,1294.948,38.947,30.076,151.000,12.288,149.026,12.315,1.974,0.806,0.999,1.364E-04,0.980,8.801E-04,1.041,-NAN,0.935,2.168E-03,1.679E+02,6.707E+01,5.263E+01,3.089E+00,1.600E-02,7.199E-02,7.114E-02,6.410E-02,1.665E-02,12907.000,12070.000,-1.0,1025.0,65.0,1.0,-0.415,0.385,0.805,0.022,0.994,0.052,1.022,0.037,339.054,346.979,349.227,332.428,307.332,296.665,274.498,284.201,263.557,274.212,279.933,295.357,2.692,2.798,2.645,2.648,2.357,2.005,1.726,1.705,1.683,1.679,1.698,1.775,225.383,233.253,230.718,218.676,254.075,252.452,229.490,231.831,209.605,215.301,223.726,228.016,1.864,1.996,2.154,2.129,2.401,2.334,1.982,1.986,1.952,2.053,1.988,2.105,0.983,0.045,0.000E+00,2.373E+04,0.979,0.001
17083,2925.152,131.665,45.011,534.000,23.108,524.789,23.174,9.211,1.741,0.999,6.918E-05,0.978,5.019E-04,1.024,-NAN,0.935,1.447E-03,2.518E+02,1.021E+02,7.945E+01,4.636E+00,2.804E-02,1.143E-01,1.125E-01,9.996E-02,2.870E-02,29152.000,27249.000,-1.0,1025.0,65.0,1.0,-0.436,0.376,0.805,0.022,0.994,0.052,1.026,0.036,331.885,340.521,346.934,333.654,304.101,293.327,274.174,284.186,263.307,274.910,282.026,294.609,2.431,2.572,2.462,2.491,2.208,1.826,1.665,1.679,1.590,1.631,1.637,1.678,230.043,231.410,230.597,224.580,254.517,250.197,230.393,231.592,212.182,212.662,221.641,228.643,1.904,1.931,2.123,2.031,2.270,2.230,1.921,1.947,1.929,1.953,1.940,2.024,0.979,0.022,1.000E+00,7.951E+04,0.978,0.001
17084,1837.379,86.335,46.988,374.000,19.339,367.750,19.392,6.250,1.434,0.999,8.516E-05,0.976,6.433E-04,1.022,-NAN,0.934,1.831E-03,2.631E+02,1.071E+02,8.311E+01,4.843E+00,3.016E-02,1.208E-01,1.189E-01,1.053E-01,3.082E-02,18312.000,17109.000,-1.0,1025.0,65.0,1.0,-0.410,0.378,0.805,0.022,0.993,0.052,1.026,0.035,337.134,341.163,351.501,332.972,307.651,292.740,273.622,283.865,259.101,275.230,276.611,300.406,2.565,2.622,2.389,2.544,2.293,1.836,1.664,1.665,1.562,1.662,1.613,1.801,231.007,232.384,233.111,221.258,250.993,251.407,231.744,228.619,213.923,217.582,225.436,233.882,2.016,2.023,2.247,2.239,2.329,2.352,2.040,1.854,2.083,2.132,2.067,2.236,0.977,0.026,1.000E+00,5.197E+04,0.974,0.001
17085,3041.756,136.323,44.817,638.000,25.259,628.789,25.319,9.211,1.741,0.999,6.854E-05,0.977,5.049E-04,1.023,-NAN,0.937,1.391E-03,2.506E+02,1.014E+02,7.902E+01,4.613E+00,2.740E-02,1.128E-01,1.111E-01,9.896E-02,2.804E-02,30314.000,28416.000,-1.0,1025.0,65.0,1.0,-0.423,0.384,0.805,0.022,0.993,0.051,1.026,0.035,339.973,344.781,351.069,335.099,301.201,297.288,272.023,279.239,260.931,274.108,280.054,296.009,2.643,2.690,2.598,2.270,2.185,1.913,1.644,1.747,1.585,1.628,1.637,1.746,228.851,231.151,230.205,223.248,252.293,253.442,231.984,231.151,210.250,220.549,223.606,231.260,1.931,1.970,2.151,2.024,2.352,2.401,2.021,1.860,1.915,2.147,2.009,2.173,0.981,0.023,2.000E+00,8.210E+04,0.976,0.001
17086,2797.711,144.153,51.525,605.000,24.597,598.421,24.641,6.579,1.471,0.999,6.648E-05,0.976,4.962E-04,1.019,-NAN,0.936,1.467E-03,2.886E+02,1.177E+02,9.134E+01,5.315E+00,3.393E-02,1.338E-01,1.316E-01,1.163E-01,3.459E-02,27882.000,26095.000,-1.0,1025.0,65.0,1.0,-0.411,0.378,0.805,0.022,0.994,0.052,1.028,0.036,336.270,340.254,351.217,335.134,304.027,293.418,274.779,280.539,260.703,276.387,283.182,294.205,2.263,2.588,2.339,2.248,2.199,1.832,1.667,1.741,1.568,1.650,1.672,1.689,231.016,235.479,231.300,221.919,254.400,254.746,234.834,226.634,215.561,211.930,225.895,228.544,1.930,2.100,2.096,2.189,2.391,2.203,2.088,1.840,2.072,1.969,2.041,2.054,0.976,0.020,1.000E+00,8.660E+04,0.975,0.001
17087,2426.516,120.746,49.761,554.000,23.537,545.447,23.597,8.553,1.677,0.999,7.380E-05,0.977,5.344E-04,1.019,-NAN,0.938,1.546E-03,2.787E+02,1.136E+02,8.817E+01,5.130E+00,3.250E-02,1.287E-01,1.266E-01,1.121E-01,3.313E-02,24180.000,22690.000,-1.0,1025.0,65.0,1.0,-0.417,0.383,0.805,0.022,0.993,0.051,1.027,0.035,340.474,346.956,351.217,333.033,303.616,291.792,274.487,278.742,264.211,273.678,282.540,296.204,2.604,2.755,2.351,2.214,2.211,1.788,1.645,1.739,1.622,1.576,1.632,1.717,230.488,232.885,236.124,223.250,253.943,251.817,230.531,229.226,217.300,217.528,226.331,230.483,1.968,1.972,2.064,1.973,2.338,2.327,1.916,1.961,2.082,2.096,1.987,2.109,0.977,0.022,3.000E+00,7.294E+04,0.976,0.001
17088,2905.601,133.852,46.067,558.000,23.622,550.434,23.675,7.566,1.578,0.999,7.136E-05,0.976,5.112E-04,1.022,-NAN,0.937,1.425E-03,2.578E+02,1.048E+02,8.150E+01,4.745E+00,2.921E-02,1.178E-01,1.159E-01,1.028E-01,2.984E-02,28955.000,27138.000,-1.0,1025.0,65.0,1.0,-0.423,0.378,0.805,0.022,0.994,0.053,1.026,0.036,335.814,343.625,350.061,337.371,307.020,298.518,275.238,277.276,262.999,275.999,280.297,296.347,2.542,2.714,2.343,2.369,2.344,1.942,1.697,1.711,1.621,1.656,1.637,1.723,228.976,230.477,229.235,220.953,255.364,249.917,234.178,227.389,214.037,219.034,223.502,227.267,1.873,1.927,2.087,2.179,2.366,2.282,2.036,1.934,2.028,2.090,1.991,2.032,0.978,0.021,2.000E+00,8.102E+04,0.976,0.001
