#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca40        kin_type:  SRC            
# target_amu: 39.962591                 
# target_density [g/cm3]: 1.5500     
# target_thickness [cm]: 0.5065      
# target_areal_density [g/cm2]: 0.7851
#
# N: 20
# Z: 20
# A: 40
# transparency: 0.43
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17008,1583.784,19.305,12.189,93.000,9.644,92.671,9.649,0.329,0.329,0.999,7.853E-05,0.982,6.055E-04,1.055,-NAN,0.949,1.756E-03,1.395E+02,3.771E+01,2.849E+01,4.486E+00,9.771E-03,1.269E-01,1.255E-01,1.465E-01,1.031E-02,15793.000,14982.000,-1.0,257.0,33.0,1.0,-0.427,0.369,0.805,0.022,0.993,0.052,1.009,0.035,327.572,338.012,346.149,332.236,300.086,291.639,275.658,280.304,262.001,272.557,288.632,299.891,2.554,2.718,2.644,2.644,2.277,1.983,1.803,1.876,1.695,1.713,1.748,1.886,220.126,222.826,220.611,217.442,256.242,243.760,220.495,223.538,211.695,218.612,220.372,222.723,2.208,2.275,2.239,2.426,2.817,2.491,2.076,2.137,2.304,2.454,2.232,2.294,0.993,0.056,1.000E+00,5.749E+04,0.982,0.001
17009,879.218,11.460,13.034,56.000,7.483,54.355,7.519,1.645,0.736,0.999,9.535E-05,0.982,7.938E-04,1.051,-NAN,0.947,2.401E-03,1.491E+02,4.046E+01,3.052E+01,4.801E+00,1.094E-02,1.370E-01,1.353E-01,1.573E-01,1.149E-02,8766.000,8298.000,-1.0,257.0,33.0,1.0,-0.416,0.378,0.805,0.022,0.993,0.052,1.010,0.035,330.134,336.126,346.473,328.368,299.298,293.272,277.056,281.260,261.281,273.436,283.614,296.314,2.589,2.694,2.674,2.535,2.258,1.975,1.790,1.894,1.693,1.692,1.775,1.824,221.534,221.837,226.000,212.600,244.388,246.198,228.888,224.346,208.022,213.389,221.369,220.097,2.226,2.235,2.299,2.251,2.782,2.536,2.238,2.104,2.205,2.281,2.209,2.212,0.992,0.068,0.000E+00,3.394E+04,0.981,0.001
17011,2286.655,115.116,50.342,459.000,21.424,433.671,21.618,25.329,2.887,0.999,6.141E-05,0.963,6.148E-04,1.005,-NAN,0.940,1.567E-03,5.747E+02,1.802E+02,1.257E+02,1.853E+01,1.176E-01,1.935E-01,1.894E-01,1.911E-01,1.182E-01,22789.000,21433.000,-1.0,2049.0,257.0,1.0,-0.450,0.418,0.806,0.022,0.995,0.054,1.030,0.037,328.505,336.242,348.528,333.779,296.823,293.507,273.770,287.141,263.643,277.505,288.143,301.414,2.201,2.314,2.143,2.124,1.932,1.716,1.510,1.557,1.359,1.513,1.489,1.645,242.380,248.647,238.676,241.226,260.016,256.201,243.363,238.251,223.360,235.308,232.249,234.694,2.257,2.409,2.358,2.428,2.630,2.541,2.351,2.287,2.214,2.537,2.183,2.304,0.969,0.019,3.000E+00,4.121E+04,0.963,0.001
17012,1411.770,73.030,51.730,316.000,17.776,296.592,17.955,19.408,2.527,0.999,7.419E-05,0.962,7.831E-04,1.005,-NAN,0.941,1.983E-03,5.895E+02,1.872E+02,1.299E+02,1.902E+01,1.274E-01,2.067E-01,2.022E-01,2.030E-01,1.280E-01,14069.000,13242.000,-1.0,2049.0,257.0,1.0,-0.444,0.415,0.806,0.022,0.995,0.055,1.029,0.037,331.181,332.005,345.595,333.068,299.135,288.826,274.320,281.768,264.910,276.341,284.386,297.074,2.257,2.246,2.079,2.069,1.961,1.637,1.506,1.496,1.513,1.505,1.561,1.595,243.989,250.082,243.418,232.159,259.811,261.307,241.192,238.960,221.304,233.331,231.889,236.031,2.309,2.469,2.481,2.484,2.556,2.610,2.254,2.269,2.531,2.484,2.283,2.353,0.967,0.023,3.000E+00,2.584E+04,0.960,0.002
17013,2068.117,109.372,52.885,447.000,21.142,422.987,21.328,24.013,2.811,0.999,6.413E-05,0.961,6.472E-04,1.005,-NAN,0.941,1.640E-03,6.023E+02,1.909E+02,1.325E+02,1.945E+01,1.282E-01,2.089E-01,2.044E-01,2.054E-01,1.288E-01,20611.000,19397.000,-1.0,2049.0,257.0,1.0,-0.459,0.420,0.806,0.022,0.995,0.054,1.031,0.037,331.173,334.864,348.637,332.577,303.049,294.153,277.951,285.245,265.279,277.645,288.556,300.798,2.052,2.297,2.134,2.028,2.025,1.686,1.556,1.531,1.510,1.510,1.483,1.639,249.284,250.349,245.481,237.230,264.764,263.473,242.569,244.254,223.830,231.504,236.224,239.975,2.499,2.494,2.556,2.597,2.710,2.724,2.310,2.305,2.252,2.505,2.342,2.472,0.967,0.019,3.000E+00,3.867E+04,0.960,0.001
17014,2244.452,114.664,51.088,473.000,21.749,450.632,21.917,22.368,2.713,0.999,6.290E-05,0.963,6.221E-04,1.005,-NAN,0.940,1.584E-03,5.815E+02,1.831E+02,1.276E+02,1.878E+01,1.196E-01,1.966E-01,1.926E-01,1.942E-01,1.202E-01,22370.000,21035.000,-1.0,2049.0,257.0,1.0,-0.459,0.422,0.806,0.022,0.995,0.054,1.030,0.037,332.664,334.954,352.746,333.485,300.820,292.588,276.238,287.575,266.646,277.432,292.782,297.315,2.092,2.277,2.149,2.057,1.981,1.677,1.530,1.531,1.383,1.507,1.516,1.577,244.416,247.559,245.579,234.212,257.589,257.222,243.362,239.457,224.955,234.682,239.433,237.604,2.289,2.397,2.480,2.520,2.606,2.525,2.280,2.262,2.227,2.492,2.335,2.361,0.969,0.019,4.000E+00,4.049E+04,0.962,0.001
17015,2328.050,116.467,50.028,483.000,21.977,455.039,22.186,27.961,3.033,0.999,6.110E-05,0.964,6.115E-04,1.005,-NAN,0.941,1.546E-03,5.693E+02,1.792E+02,1.250E+02,1.839E+01,1.167E-01,1.921E-01,1.881E-01,1.897E-01,1.172E-01,23203.000,21836.000,-1.0,2049.0,257.0,1.0,-0.432,0.421,0.806,0.022,0.995,0.054,1.029,0.037,331.439,335.062,350.161,333.897,304.782,296.791,277.233,281.974,266.774,276.033,293.544,300.682,2.006,2.292,2.124,2.057,2.033,1.738,1.537,1.598,1.396,1.474,1.548,1.624,244.192,241.231,240.439,236.549,259.319,259.224,238.232,236.956,224.906,233.561,236.718,245.086,2.346,2.232,2.387,2.613,2.539,2.552,2.230,2.155,2.568,2.439,2.346,2.571,0.968,0.019,1.000E+00,4.132E+04,0.963,0.001
17016,2024.776,98.580,48.687,393.000,19.824,370.632,20.009,22.368,2.713,0.999,7.114E-05,0.963,6.704E-04,1.005,-NAN,0.940,1.667E-03,5.542E+02,1.740E+02,1.216E+02,1.791E+01,1.123E-01,1.855E-01,1.816E-01,1.833E-01,1.129E-01,20179.000,18976.000,-1.0,2049.0,257.0,1.0,-0.443,0.412,0.806,0.022,0.994,0.053,1.028,0.037,325.023,337.238,351.893,332.458,300.625,291.436,281.649,286.953,267.979,276.696,292.013,309.178,2.230,2.448,2.223,2.086,2.036,1.719,1.529,1.581,1.436,1.538,1.578,1.655,242.284,245.659,241.758,235.453,260.356,255.264,238.126,241.596,220.241,233.875,235.633,238.836,2.287,2.382,2.498,2.561,2.562,2.506,2.265,2.365,2.418,2.491,2.312,2.332,0.970,0.021,1.000E+00,3.501E+04,0.963,0.001
17017,2109.819,107.967,51.174,437.000,20.905,412.658,21.095,24.342,2.830,0.999,6.633E-05,0.963,6.403E-04,1.005,-NAN,0.940,1.632E-03,5.822E+02,1.836E+02,1.280E+02,1.881E+01,1.198E-01,1.972E-01,1.929E-01,1.945E-01,1.204E-01,21026.000,19774.000,-1.0,2049.0,257.0,1.0,-0.467,0.422,0.805,0.022,0.994,0.054,1.030,0.036,336.203,334.293,354.508,330.230,303.041,292.759,279.397,289.286,267.010,278.545,292.127,309.452,2.090,2.276,2.017,2.003,1.805,1.717,1.466,1.572,1.385,1.515,1.505,1.628,246.442,251.104,244.928,232.209,263.206,257.227,240.473,242.612,230.302,231.345,236.970,237.659,2.294,2.414,2.511,2.447,2.560,2.434,2.249,2.115,2.361,2.384,2.299,2.286,0.968,0.019,2.000E+00,3.833E+04,0.961,0.001
17018,2728.449,144.867,53.095,585.000,24.187,547.500,24.440,37.500,3.512,0.999,6.069E-05,0.961,5.604E-04,1.005,-NAN,0.939,1.453E-03,6.037E+02,1.910E+02,1.329E+02,1.952E+01,1.263E-01,2.068E-01,2.024E-01,2.037E-01,1.269E-01,27191.000,25529.000,-1.0,2049.0,257.0,1.0,-0.436,0.414,0.806,0.022,0.994,0.053,1.031,0.037,328.950,337.897,353.032,335.843,302.248,295.360,284.122,290.361,270.010,279.105,296.547,310.665,1.996,2.320,2.004,2.141,1.787,1.734,1.501,1.577,1.415,1.533,1.588,1.626,246.994,248.854,243.645,231.782,253.582,255.765,247.109,245.235,228.756,236.420,236.008,244.538,2.384,2.412,2.512,2.475,2.407,2.492,2.276,2.259,2.345,2.551,2.315,2.495,0.968,0.017,6.000E+00,5.159E+04,0.960,0.001
