#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Be9        kin_type:  SRC            
# target_amu: 9.012182                 
# target_density [g/cm3]: 1.8480     
# target_thickness [cm]: 0.5335      
# target_areal_density [g/cm2]: 0.9859
#
# N: 5
# Z: 4
# A: 9
# transparency: 0.6
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17106,2446.217,140.139,57.288,802.000,28.320,789.829,28.390,12.171,2.001,0.999,9.257E-05,0.961,6.166E-04,1.009,-NAN,0.933,1.602E-03,5.411E+02,2.350E+02,1.754E+02,7.263E+00,7.462E-02,1.745E-01,1.713E-01,1.317E-01,7.530E-02,24378.000,22744.000,-1.0,2049.0,129.0,1.0,-0.444,0.391,0.805,0.022,0.995,0.053,1.038,0.037,335.928,343.058,354.790,334.049,308.852,299.942,287.730,291.992,271.105,280.368,300.620,316.008,2.267,2.287,2.363,2.159,2.004,1.879,1.638,1.702,1.536,1.638,1.705,1.788,254.361,254.708,248.939,237.302,263.183,262.181,253.260,245.685,232.630,236.877,244.069,241.743,2.139,2.114,2.304,2.337,2.344,2.370,2.108,2.012,2.233,2.317,2.242,2.194,0.955,0.014,9.000E+00,6.819E+04,0.961,0.001
17107,570.007,33.719,59.156,193.000,13.892,189.053,13.939,3.947,1.140,0.998,1.991E-04,0.961,1.257E-03,1.009,-NAN,0.931,3.355E-03,5.578E+02,2.427E+02,1.810E+02,7.495E+00,7.816E-02,1.812E-01,1.779E-01,1.372E-01,7.885E-02,5681.000,5291.000,-1.0,2049.0,129.0,1.0,-0.441,0.391,0.806,0.022,0.996,0.053,1.038,0.037,332.441,342.342,356.425,335.310,311.281,298.913,289.408,293.542,273.951,288.375,297.896,311.592,2.295,2.404,2.464,2.295,2.127,1.942,1.733,1.762,1.647,1.709,1.720,1.827,255.975,263.935,252.765,243.584,265.743,265.233,252.945,253.789,232.713,240.655,245.012,250.856,2.265,2.386,2.284,2.334,2.411,2.381,2.233,2.261,2.299,2.593,2.175,2.284,0.956,0.030,0.000E+00,1.630E+04,0.958,0.002
17108,1408.093,64.388,45.727,375.000,19.365,369.737,19.410,5.263,1.316,0.999,1.409E-04,0.964,8.821E-04,1.012,-NAN,0.937,2.058E-03,4.323E+02,1.845E+02,1.391E+02,5.792E+00,5.290E-02,1.304E-01,1.283E-01,9.851E-02,5.354E-02,14035.000,13144.000,-1.0,2049.0,129.0,1.0,-0.433,0.390,0.806,0.022,0.996,0.053,1.035,0.037,336.424,340.910,351.990,337.028,306.773,294.733,289.472,290.660,273.299,288.749,305.843,313.320,2.245,2.296,2.305,2.233,1.984,1.810,1.723,1.680,1.576,1.618,1.788,1.751,250.439,259.253,249.200,235.553,259.679,259.225,247.694,245.844,227.400,237.546,235.392,244.429,2.154,2.142,2.220,2.207,2.242,2.219,1.935,1.927,1.987,2.202,2.003,2.142,0.962,0.023,4.000E+00,3.142E+04,0.963,0.001
17109,163.895,6.895,42.068,37.000,6.083,36.342,6.101,0.658,0.465,0.999,3.578E-04,0.966,2.601E-03,1.013,-NAN,0.936,6.039E-03,3.976E+02,1.701E+02,1.281E+02,5.317E+00,4.948E-02,1.209E-01,1.190E-01,9.134E-02,5.012E-02,1634.000,1530.000,-1.0,2049.0,129.0,1.0,-0.442,0.387,0.805,0.022,0.995,0.052,1.035,0.038,336.667,349.791,361.585,346.611,310.841,299.980,285.311,295.222,271.202,287.507,306.174,312.487,5.307,6.527,5.738,5.844,4.795,4.369,3.963,4.068,3.499,3.842,4.249,4.025,241.267,252.142,256.900,236.268,262.006,265.140,240.568,242.329,226.030,239.355,244.990,248.436,4.795,4.587,5.569,4.746,5.448,5.779,4.602,4.536,5.649,5.278,4.918,5.670,0.963,0.070,0.000E+00,3.390E+03,0.966,0.004
17110,2149.439,88.526,41.186,552.000,23.495,542.461,23.561,9.539,1.771,0.999,1.158E-04,0.966,7.377E-04,1.014,-NAN,0.938,1.650E-03,3.892E+02,1.642E+02,1.245E+02,5.213E+00,4.399E-02,1.127E-01,1.110E-01,8.504E-02,4.462E-02,21418.000,20087.000,-1.0,2049.0,129.0,1.0,-0.429,0.389,0.806,0.022,0.995,0.053,1.032,0.037,337.011,345.997,353.050,339.296,307.671,293.063,288.975,291.829,271.403,286.401,305.909,313.064,2.301,2.412,2.361,2.330,2.039,1.834,1.703,1.746,1.555,1.634,1.819,1.792,247.852,254.034,239.761,235.692,263.466,259.435,242.414,244.839,228.859,233.950,239.985,239.259,2.086,2.034,2.055,2.219,2.326,2.203,1.997,1.903,2.055,2.168,2.076,2.006,0.966,0.021,3.000E+00,4.332E+04,0.966,0.001
17111,119.685,5.610,46.874,30.000,5.477,29.671,5.487,0.329,0.329,0.999,3.822E-04,0.970,2.768E-03,1.013,-NAN,0.933,7.247E-03,4.427E+02,1.873E+02,1.419E+02,5.928E+00,5.057E-02,1.286E-01,1.267E-01,9.741E-02,5.123E-02,1192.000,1112.000,-1.0,2049.0,129.0,1.0,-0.417,0.360,0.806,0.022,0.995,0.054,1.034,0.037,340.064,340.059,358.755,329.539,312.636,295.800,286.062,293.848,270.059,285.847,301.905,310.683,6.298,6.093,6.004,5.524,5.406,4.895,4.428,4.609,4.129,4.307,4.467,4.588,243.627,245.746,244.604,235.541,257.084,249.295,240.015,241.235,224.237,232.076,238.479,241.916,5.501,5.234,5.531,5.669,5.736,4.955,5.160,5.064,5.656,5.631,5.269,5.520,0.961,0.171,0.000E+00,2.784E+03,0.973,0.004
17129,2392.475,148.832,62.208,830.000,28.810,812.566,28.909,17.434,2.395,0.998,9.378E-05,0.954,6.352E-04,1.008,-NAN,0.934,1.612E-03,5.858E+02,2.559E+02,1.901E+02,7.867E+00,8.505E-02,2.097E-01,2.023E-01,2.062E-01,8.573E-02,23843.000,22261.000,-1.0,2049.0,65.0,1.0,-0.462,0.398,0.805,0.022,0.997,0.054,1.040,0.037,331.852,341.831,364.068,347.121,309.792,305.272,304.340,312.697,283.395,297.051,317.401,329.900,2.002,2.142,2.165,2.074,1.918,1.726,1.665,1.746,1.479,1.641,1.700,1.743,275.380,280.725,267.394,258.869,277.070,274.341,272.110,270.747,246.172,255.561,260.512,254.319,2.600,2.759,2.608,2.588,2.776,2.713,2.557,2.618,2.518,2.707,2.603,2.486,0.951,0.014,6.000E+00,7.124E+04,0.953,0.001
17130,3021.258,191.325,63.326,1075.000,32.787,1047.039,32.927,27.961,3.033,0.998,8.015E-05,0.954,5.625E-04,1.008,-NAN,0.934,1.428E-03,5.961E+02,2.607E+02,1.935E+02,8.006E+00,8.684E-02,2.138E-01,2.063E-01,2.101E-01,8.751E-02,30109.000,28130.000,-1.0,2049.0,65.0,1.0,-0.460,0.403,0.805,0.022,0.997,0.054,1.040,0.037,336.416,338.749,363.796,340.708,309.096,302.049,303.966,310.798,280.431,297.713,315.967,325.613,2.089,2.087,2.162,1.980,1.858,1.662,1.632,1.704,1.447,1.529,1.660,1.755,280.199,281.558,273.411,264.848,276.907,282.647,267.422,266.966,243.102,252.471,254.077,260.117,2.635,2.699,2.749,2.772,2.556,2.716,2.453,2.487,2.469,2.642,2.496,2.593,0.951,0.012,5.000E+00,9.116E+04,0.953,0.001
17131,1870.700,118.383,63.283,706.000,26.571,693.500,26.648,12.500,2.028,0.998,9.932E-05,0.954,7.105E-04,1.008,-NAN,0.933,1.827E-03,5.957E+02,2.605E+02,1.933E+02,8.001E+00,8.694E-02,2.139E-01,2.063E-01,2.101E-01,8.763E-02,18644.000,17401.000,-1.0,2049.0,65.0,1.0,-0.465,0.396,0.805,0.022,0.996,0.054,1.038,0.038,341.527,341.395,362.886,340.298,307.416,305.238,307.219,315.894,284.755,297.085,319.749,331.646,2.175,2.143,2.164,1.995,1.892,1.762,1.689,1.799,1.535,1.637,1.751,1.771,274.074,284.576,265.726,266.204,274.711,271.233,264.609,263.050,241.345,254.344,251.701,255.371,2.588,2.715,2.820,2.705,2.733,2.675,2.490,2.514,2.474,2.757,2.443,2.540,0.950,0.015,4.000E+00,5.691E+04,0.954,0.001
17132,2966.057,184.586,62.233,1002.000,31.654,980.618,31.765,21.382,2.652,0.998,7.780E-05,0.953,5.728E-04,1.008,-NAN,0.935,1.439E-03,5.859E+02,2.561E+02,1.901E+02,7.871E+00,8.557E-02,2.102E-01,2.029E-01,2.068E-01,8.625E-02,29559.000,27624.000,-1.0,2049.0,65.0,1.0,-0.455,0.397,0.805,0.022,0.996,0.054,1.039,0.038,341.154,338.015,364.858,340.507,306.459,302.344,303.269,312.413,284.757,293.987,317.977,329.877,2.183,2.087,2.171,1.966,1.858,1.644,1.658,1.702,1.487,1.600,1.709,1.751,275.634,276.724,263.820,256.548,276.584,277.088,263.687,258.902,239.488,250.437,251.832,257.224,2.632,2.639,2.736,2.565,2.736,2.752,2.408,2.397,2.575,2.607,2.431,2.599,0.952,0.012,9.000E+00,8.891E+04,0.952,0.001
