#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# target_density [g/cm3]: 1.8600     
# target_thickness [cm]: 0.5650      
# target_areal_density [g/cm2]: 1.0509
#
# N: 28
# Z: 20
# A: 48
# transparency: 0.37
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17036,2240.046,117.765,52.573,533.000,23.087,486.947,23.413,46.053,3.892,0.999,4.050E-05,0.953,5.616E-04,1.003,-NAN,0.936,1.637E-03,7.541E+02,2.642E+02,1.792E+02,2.749E+01,2.311E-01,3.482E-01,3.394E-01,3.405E-01,2.317E-01,22321.000,20894.000,-1.0,2049.0,257.0,1.0,-0.452,0.462,0.805,0.022,0.996,0.055,1.039,0.037,333.485,341.143,347.122,330.150,303.574,292.544,268.538,274.324,257.106,271.826,279.079,289.009,2.246,2.384,2.041,1.981,1.977,1.657,1.407,1.468,1.356,1.537,1.440,1.542,247.878,259.636,247.928,241.733,259.869,257.064,246.128,236.495,220.447,230.513,235.158,233.739,2.640,2.706,2.909,2.801,2.673,2.872,2.552,2.437,2.742,2.702,2.610,2.538,0.956,0.013,7.000E+00,5.295E+04,0.953,0.001
17037,2233.159,117.285,52.520,513.000,22.650,468.263,22.972,44.737,3.836,0.999,3.959E-05,0.954,5.596E-04,1.003,-NAN,0.935,1.654E-03,7.487E+02,2.623E+02,1.781E+02,2.734E+01,2.284E-01,3.448E-01,3.363E-01,3.373E-01,2.291E-01,22258.000,20809.000,-1.0,2049.0,257.0,1.0,-0.442,0.453,0.805,0.022,0.995,0.054,1.035,0.037,330.729,337.542,346.595,327.984,302.646,290.085,270.150,277.316,258.860,270.167,275.035,290.661,2.234,2.306,2.052,2.165,1.985,1.626,1.463,1.515,1.413,1.546,1.445,1.622,244.641,248.964,240.105,237.568,260.205,257.815,238.111,248.137,216.221,231.923,232.610,234.168,2.505,2.627,2.624,2.821,2.770,2.768,2.492,2.773,2.555,2.626,2.438,2.421,0.948,0.207,4.000E+00,5.273E+04,0.955,0.001
17038,2372.434,122.684,51.712,539.000,23.216,495.908,23.520,43.092,3.765,0.999,4.091E-05,0.953,5.519E-04,1.003,-NAN,0.935,1.602E-03,7.351E+02,2.574E+02,1.749E+02,2.686E+01,2.232E-01,3.372E-01,3.289E-01,3.301E-01,2.238E-01,23645.000,22111.000,-1.0,2049.0,257.0,1.0,-0.448,0.446,0.805,0.022,0.996,0.055,1.038,0.037,336.175,341.219,350.995,330.867,302.177,292.282,265.350,273.482,256.573,267.833,276.279,288.133,2.250,2.324,2.115,2.168,1.940,1.645,1.360,1.479,1.354,1.482,1.408,1.528,246.036,255.014,243.665,241.195,256.420,256.746,238.624,238.781,222.398,228.286,236.296,236.295,2.585,2.599,2.781,2.666,2.807,2.742,2.471,2.404,2.771,2.614,2.419,2.549,0.958,0.013,5.000E+00,5.470E+04,0.954,0.001
17039,2465.863,132.399,53.693,591.000,24.310,538.368,24.664,52.632,4.161,0.999,3.941E-05,0.954,5.267E-04,1.003,-NAN,0.938,1.538E-03,7.616E+02,2.674E+02,1.815E+02,2.785E+01,2.340E-01,3.525E-01,3.437E-01,3.449E-01,2.347E-01,24573.000,23051.000,-1.0,2049.0,257.0,1.0,-0.451,0.463,0.805,0.022,0.996,0.055,1.037,0.037,339.705,343.945,345.027,330.094,301.981,293.726,268.002,275.695,258.060,273.834,279.597,287.120,2.356,2.379,2.039,1.957,1.940,1.661,1.381,1.495,1.368,1.461,1.469,1.537,247.216,246.190,240.628,229.655,260.218,255.890,245.335,240.392,224.255,230.633,234.125,234.853,2.664,2.534,2.655,2.645,2.835,2.705,2.551,2.480,2.481,2.562,2.498,2.431,0.957,0.012,3.000E+00,5.881E+04,0.956,0.001
17040,2245.717,115.060,51.235,446.000,21.119,401.921,21.459,44.079,3.808,0.999,4.417E-05,0.954,5.662E-04,1.003,-NAN,0.939,1.594E-03,7.235E+02,2.530E+02,1.722E+02,2.647E+01,2.176E-01,3.295E-01,3.215E-01,3.229E-01,2.182E-01,22380.000,21026.000,-1.0,2049.0,257.0,1.0,-0.467,0.456,0.805,0.022,0.996,0.055,1.036,0.037,332.369,339.131,342.937,330.927,302.645,290.814,265.738,271.955,255.075,267.376,279.115,290.434,2.223,2.315,2.210,2.214,1.967,1.813,1.393,1.461,1.361,1.499,1.475,1.471,245.174,243.606,240.962,228.887,256.626,258.585,236.065,241.671,222.136,234.284,237.398,239.578,2.592,2.515,2.633,2.629,2.674,2.984,2.396,2.476,2.385,2.747,2.537,2.535,0.957,0.013,5.000E+00,5.088E+04,0.955,0.001
17041,1949.740,103.463,53.065,439.000,20.952,398.539,21.268,40.461,3.648,0.999,4.249E-05,0.954,5.953E-04,1.003,-NAN,0.936,1.757E-03,7.480E+02,2.631E+02,1.786E+02,2.739E+01,2.310E-01,3.479E-01,3.392E-01,3.401E-01,2.317E-01,19431.000,18185.000,-1.0,2049.0,257.0,1.0,-0.458,0.459,0.805,0.022,0.995,0.054,1.037,0.037,335.691,342.494,346.635,332.497,301.342,295.808,266.107,274.265,257.940,269.298,279.008,286.349,2.259,2.364,2.070,2.000,1.985,1.687,1.399,1.487,1.386,1.526,1.432,1.539,248.505,246.919,245.547,231.234,260.534,267.956,238.623,234.735,220.225,231.196,235.996,231.599,2.694,2.571,2.749,2.613,2.836,3.042,2.415,2.323,2.689,2.672,2.512,2.425,0.957,0.014,5.000E+00,4.578E+04,0.956,0.001
17043,1137.186,40.234,35.381,200.000,14.142,190.789,14.249,9.211,1.741,0.999,8.034E-05,0.969,8.565E-04,1.006,-NAN,0.941,2.211E-03,4.999E+02,1.613E+02,1.146E+02,1.827E+01,9.885E-02,1.673E-01,1.640E-01,1.712E-01,9.945E-02,11333.000,10666.000,-1.0,2049.0,257.0,1.0,-0.425,0.415,0.806,0.022,0.994,0.053,1.027,0.036,339.164,340.595,346.965,333.114,303.930,292.713,267.293,274.131,258.053,270.596,280.218,286.446,2.380,2.395,2.079,2.284,2.106,1.870,1.435,1.510,1.411,1.565,1.502,1.570,230.500,230.808,226.900,218.150,250.282,250.340,235.413,231.558,213.564,217.857,222.011,228.909,2.130,2.169,2.290,2.330,2.451,2.506,2.278,2.014,2.157,2.317,2.148,2.253,0.974,0.032,0.000E+00,1.851E+04,0.969,0.002
17044,3413.047,137.416,40.262,636.000,25.219,597.513,25.469,38.487,3.558,0.999,4.124E-05,0.966,4.776E-04,1.005,-NAN,0.940,1.289E-03,5.681E+02,1.867E+02,1.314E+02,2.077E+01,1.248E-01,2.046E-01,2.003E-01,2.071E-01,1.254E-01,34013.000,31967.000,-1.0,2049.0,257.0,1.0,-0.425,0.418,0.806,0.022,0.994,0.054,1.029,0.036,334.314,340.209,346.528,331.817,300.035,291.193,265.695,271.145,257.214,267.344,273.997,287.347,2.308,2.368,2.078,2.238,1.962,1.640,1.408,1.486,1.382,1.500,1.429,1.575,232.903,237.068,235.104,221.481,250.227,251.889,232.825,224.872,213.543,218.133,226.238,230.353,2.279,2.298,2.215,2.182,2.608,2.562,2.251,2.052,2.246,2.392,2.262,2.386,0.971,0.016,5.000E+00,6.288E+04,0.965,0.001
17045,2756.540,126.950,46.054,584.000,24.166,543.211,24.442,40.789,3.663,1.000,3.769E-05,0.961,5.152E-04,1.004,-NAN,0.938,1.454E-03,6.494E+02,2.193E+02,1.521E+02,2.376E+01,1.646E-01,2.597E-01,2.539E-01,2.590E-01,1.652E-01,27470.000,25770.000,-1.0,2049.0,257.0,1.0,-0.458,0.433,0.806,0.022,0.995,0.054,1.034,0.036,334.331,343.981,348.520,330.182,302.017,290.034,262.285,268.628,257.624,268.189,273.515,289.257,2.217,2.457,2.085,2.218,1.973,1.791,1.456,1.404,1.369,1.513,1.375,1.548,238.496,242.369,237.436,226.980,255.354,252.505,233.674,232.968,214.661,221.558,231.461,231.685,2.249,2.375,2.415,2.440,2.828,2.771,2.272,2.249,2.393,2.529,2.300,2.478,0.965,0.015,2.000E+00,5.806E+04,0.962,0.001
17046,542.844,23.467,43.229,99.000,9.950,86.500,10.154,12.500,2.028,1.000,7.864E-05,0.964,1.154E-03,1.004,-NAN,0.935,3.344E-03,6.097E+02,2.049E+02,1.426E+02,2.231E+01,1.505E-01,2.394E-01,2.340E-01,2.392E-01,1.512E-01,5411.000,5061.000,-1.0,2049.0,257.0,1.0,-0.458,0.433,0.805,0.022,0.994,0.054,1.032,0.037,335.181,347.857,346.467,329.290,300.002,291.530,261.169,268.865,256.397,265.124,271.202,281.805,2.269,2.476,2.271,2.214,1.947,1.840,1.480,1.443,1.372,1.473,1.392,1.483,236.315,239.881,232.295,224.397,256.092,254.886,227.099,230.250,214.710,221.358,227.538,227.894,2.439,2.326,2.569,2.399,2.840,2.832,2.311,2.346,2.397,2.592,2.512,2.448,0.967,0.035,0.000E+00,1.072E+04,0.964,0.002
