#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Au197        kin_type:  SRC            
# target_amu: 196.966570                 
# target_density [g/cm3]: 19.3200     
# target_thickness [cm]: 0.0209      
# target_areal_density [g/cm2]: 0.4047
#
# N: 118
# Z: 79
# A: 197
# transparency: 0.3
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938231          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
20800,1937.152,59.482,30.706,80.000,8.944,78.684,8.968,1.316,0.658,0.999,8.235E-05,0.980,4.333E-04,1.005,-NAN,0.898,2.183E-03,2.373E+02,4.733E+01,3.453E+01,9.456E+00,3.797E-02,2.717E-01,2.457E-01,1.854E-01,3.818E-02,19303.000,17325.000,513.0,257.0,65.0,1.0,-0.219,0.424,0.801,0.023,0.871,0.047,1.015,0.054,338.459,334.864,358.310,335.340,310.740,297.964,284.817,291.620,268.103,284.177,298.587,312.336,3.017,3.235,2.937,2.715,2.691,2.551,2.170,2.214,1.959,2.248,2.215,2.327,226.435,229.570,226.839,217.488,258.274,257.606,231.868,237.290,217.543,219.634,227.205,232.579,2.036,2.107,2.267,2.304,2.744,2.666,2.143,2.244,2.294,2.328,2.234,2.404,0.991,0.051,4.383E+05,3.919E+05,0.980,0.000
20801,167.398,4.793,28.631,7.000,2.646,6.342,2.686,0.658,0.465,0.999,2.453E-04,0.978,1.632E-03,1.007,-NAN,0.892,7.588E-03,2.214E+02,4.401E+01,3.215E+01,8.815E+00,3.453E-02,2.519E-01,2.277E-01,1.721E-01,3.477E-02,1670.000,1490.000,513.0,257.0,65.0,1.0,-0.352,0.370,0.800,0.023,0.872,0.047,1.025,0.056,335.856,338.883,362.440,337.630,303.931,306.519,287.636,289.183,269.657,279.816,295.671,316.076,4.615,4.577,4.543,4.598,3.884,3.648,3.327,3.333,3.051,3.282,3.371,3.643,231.150,227.541,229.466,209.035,259.112,247.932,229.853,240.028,222.043,221.458,224.775,231.215,3.283,3.183,3.514,3.162,4.085,3.679,3.110,3.286,3.622,3.600,3.436,3.444,0.991,0.173,3.525E+04,3.154E+04,0.978,0.002
20802,1303.432,42.046,32.258,39.000,6.245,38.671,6.254,0.329,0.329,0.999,9.007E-05,0.979,5.292E-04,1.005,-NAN,0.893,2.708E-03,2.492E+02,4.980E+01,3.625E+01,9.936E+00,4.074E-02,2.866E-01,2.589E-01,1.956E-01,4.094E-02,12990.000,11605.000,513.0,257.0,65.0,1.0,-0.232,0.401,0.801,0.022,0.870,0.047,1.033,0.059,331.442,339.616,356.208,335.696,305.255,293.689,288.022,294.734,271.249,282.097,299.257,305.834,2.804,3.357,2.922,3.010,2.578,2.399,2.208,2.320,2.065,2.039,2.278,2.233,231.475,228.576,230.603,220.357,253.744,250.029,236.866,243.010,217.142,221.759,228.981,237.851,2.106,2.091,2.368,2.355,2.495,2.436,2.265,2.269,2.317,2.454,2.258,2.537,0.989,0.054,3.099E+05,2.769E+05,0.979,0.001
20803,2518.710,83.713,33.236,89.000,9.434,84.724,9.508,4.276,1.186,0.999,6.420E-05,0.980,3.705E-04,1.005,-NAN,0.895,1.938E-03,2.565E+02,5.137E+01,3.736E+01,1.023E+01,4.265E-02,2.962E-01,2.676E-01,2.022E-01,4.285E-02,25101.000,22457.000,513.0,257.0,65.0,1.0,-0.243,0.401,0.801,0.023,0.871,0.046,1.044,0.061,331.215,339.695,358.602,345.517,305.029,307.054,285.836,289.683,268.161,285.399,291.163,309.083,2.807,3.311,2.994,2.900,2.551,2.407,2.176,2.221,1.976,2.234,2.112,2.249,227.744,232.345,229.563,222.120,253.720,253.598,232.369,239.402,212.443,214.813,226.488,230.356,2.032,2.155,2.279,2.372,2.537,2.531,2.131,2.120,2.114,2.181,2.264,2.283,0.991,0.041,6.174E+05,5.512E+05,0.980,0.000
20804,2324.803,76.191,32.773,90.000,9.487,86.053,9.555,3.947,1.140,0.999,7.103E-05,0.980,3.856E-04,1.005,-NAN,0.898,1.986E-03,2.530E+02,5.066E+01,3.687E+01,1.009E+01,4.183E-02,2.919E-01,2.637E-01,1.992E-01,4.201E-02,23173.000,20814.000,513.0,257.0,65.0,1.0,-0.191,0.404,0.801,0.023,0.871,0.047,1.045,0.061,332.109,338.778,359.722,335.742,310.190,298.495,289.312,292.381,269.466,280.986,300.015,311.998,2.889,3.354,3.015,2.732,2.674,2.346,2.233,2.270,2.018,2.223,2.290,2.284,228.007,230.635,228.458,216.261,257.713,251.732,235.052,239.482,220.629,222.475,225.209,239.358,2.053,2.159,2.264,2.300,2.718,2.456,2.263,2.177,2.355,2.443,2.220,2.518,0.990,0.041,5.622E+05,5.022E+05,0.980,0.000
20805,1273.527,40.808,32.043,40.000,6.325,37.697,6.384,2.303,0.870,0.999,9.355E-05,0.980,5.342E-04,1.004,-NAN,0.900,2.658E-03,2.477E+02,4.956E+01,3.610E+01,9.870E+00,4.045E-02,2.852E-01,2.577E-01,1.944E-01,4.063E-02,12694.000,11430.000,513.0,257.0,65.0,1.0,-0.235,0.403,0.801,0.023,0.871,0.046,1.027,0.056,337.596,341.813,358.402,339.397,308.331,301.403,287.780,294.343,266.534,283.306,294.292,309.299,2.923,2.973,2.956,3.001,2.588,2.531,2.207,2.324,1.947,2.056,2.195,2.282,230.735,234.351,226.425,217.986,261.624,252.406,236.556,233.842,213.186,219.876,225.439,232.794,2.146,2.185,2.232,2.307,2.796,2.528,2.276,2.212,2.166,2.354,2.217,2.394,0.991,0.060,3.014E+05,2.692E+05,0.980,0.001
20806,575.364,19.036,33.085,18.000,4.243,16.684,4.293,1.316,0.658,0.999,1.342E-04,0.980,7.778E-04,1.004,-NAN,0.907,3.837E-03,2.560E+02,5.128E+01,3.734E+01,1.020E+01,4.255E-02,2.957E-01,2.673E-01,2.015E-01,4.273E-02,5735.000,5201.000,513.0,257.0,65.0,1.0,-0.238,0.416,0.801,0.023,0.870,0.047,1.042,0.060,337.598,338.806,360.891,337.348,304.515,297.872,281.199,288.306,270.187,278.952,299.850,305.420,2.925,3.255,2.931,2.925,2.496,2.412,2.105,2.202,2.010,2.129,2.271,2.223,227.660,226.866,224.951,219.302,252.814,253.565,238.841,233.757,216.773,220.311,231.074,235.620,2.247,2.257,2.237,2.343,2.537,2.563,2.263,2.180,2.260,2.344,2.373,2.413,0.991,0.089,1.409E+05,1.260E+05,0.980,0.001
20807,2903.846,94.902,32.681,111.000,10.536,107.053,10.597,3.947,1.140,0.999,5.899E-05,0.979,3.516E-04,1.004,-NAN,0.898,1.779E-03,2.524E+02,5.052E+01,3.680E+01,1.007E+01,4.163E-02,2.912E-01,2.631E-01,1.986E-01,4.181E-02,28941.000,25990.000,513.0,257.0,65.0,1.0,-0.241,0.394,0.801,0.023,0.871,0.046,1.042,0.060,332.898,334.580,358.563,339.134,303.746,295.622,288.956,295.411,270.436,282.499,291.587,301.325,2.861,3.189,2.989,2.801,2.509,2.397,2.235,2.270,2.003,2.246,2.106,2.282,225.297,230.641,226.425,216.322,260.950,253.413,238.065,240.201,214.724,221.631,225.545,232.665,2.171,2.128,2.187,2.225,2.712,2.471,2.226,2.386,2.184,2.428,2.226,2.290,0.991,0.038,7.006E+05,6.260E+05,0.979,0.000
20808,2967.580,99.110,33.398,114.000,10.677,106.105,10.798,7.895,1.612,0.999,5.979E-05,0.980,3.419E-04,1.004,-NAN,0.899,1.754E-03,2.576E+02,5.164E+01,3.761E+01,1.028E+01,4.286E-02,2.979E-01,2.691E-01,2.031E-01,4.305E-02,29575.000,26581.000,513.0,257.0,65.0,1.0,-0.249,0.418,0.801,0.023,0.870,0.047,1.033,0.058,333.107,340.708,355.250,337.749,305.594,302.592,284.699,292.844,269.729,281.966,293.637,306.166,2.868,3.345,2.904,2.702,2.583,2.366,2.165,2.287,2.015,2.232,2.163,2.300,231.275,229.143,225.673,215.288,259.828,253.689,231.755,235.122,217.925,219.746,230.520,228.226,2.130,2.099,2.243,2.235,2.750,2.558,2.196,2.260,2.326,2.359,2.379,2.258,0.990,0.038,7.319E+05,6.536E+05,0.980,0.000
20809,2624.716,87.476,33.328,96.000,9.798,92.053,9.864,3.947,1.140,0.999,6.122E-05,0.980,3.612E-04,1.005,-NAN,0.895,1.898E-03,2.573E+02,5.158E+01,3.755E+01,1.027E+01,4.284E-02,2.976E-01,2.688E-01,2.029E-01,4.305E-02,26159.000,23403.000,513.0,257.0,65.0,1.0,-0.259,0.416,0.801,0.023,0.870,0.047,1.049,0.062,330.800,337.730,357.982,329.834,307.525,297.332,282.368,289.497,268.098,281.515,291.631,305.810,2.812,3.333,2.935,2.809,2.608,2.433,2.144,2.244,2.006,2.210,2.123,2.378,229.480,231.714,224.539,212.639,254.952,254.771,231.416,235.934,216.699,214.941,230.816,236.164,2.334,2.403,2.227,2.140,2.571,2.546,2.149,2.225,2.274,2.244,2.376,2.425,0.991,0.042,6.464E+05,5.772E+05,0.980,0.000
