#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# target_density [g/cm3]: 1.8600     
# target_thickness [cm]: 0.5650      
# target_areal_density [g/cm2]: 1.0509
#
# N: 28
# Z: 20
# A: 48
# transparency: 0.37
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17036,2240.046,117.765,52.573,549.000,23.431,508.539,23.713,40.461,3.648,0.999,4.243E-05,0.955,5.476E-04,1.003,-NAN,0.936,1.643E-03,7.541E+02,2.642E+02,1.792E+02,2.749E+01,2.311E-01,3.482E-01,3.394E-01,3.405E-01,2.317E-01,22321.000,20884.000,-1.0,2049.0,257.0,1.0,-0.350,0.486,0.805,0.022,0.996,0.055,1.039,0.037,331.204,340.520,347.231,329.727,303.119,292.301,268.680,274.473,259.809,271.869,279.309,288.995,2.196,2.373,2.044,1.976,1.969,1.653,1.409,1.469,1.441,1.538,1.443,1.540,248.384,259.982,247.976,242.261,260.349,256.977,246.067,236.083,220.988,230.319,234.842,234.381,2.639,2.714,2.912,2.796,2.680,2.865,2.541,2.425,2.752,2.665,2.604,2.560,0.954,0.012,1.959E+05,1.959E+05,0.955,0.001
17037,2233.159,117.285,52.520,525.000,22.913,483.882,23.206,41.118,3.678,0.999,4.117E-05,0.956,5.457E-04,1.003,-NAN,0.935,1.657E-03,7.487E+02,2.623E+02,1.781E+02,2.734E+01,2.284E-01,3.448E-01,3.363E-01,3.373E-01,2.291E-01,22258.000,20803.000,-1.0,2049.0,257.0,1.0,-0.339,0.470,0.805,0.022,0.995,0.054,1.035,0.037,330.413,336.924,346.127,327.692,302.312,289.667,269.992,277.347,258.848,270.147,275.079,290.592,2.229,2.295,2.049,2.161,1.979,1.619,1.459,1.514,1.413,1.545,1.444,1.619,244.373,249.224,240.037,237.158,260.164,256.914,238.437,248.573,216.462,232.552,233.065,234.374,2.492,2.635,2.614,2.812,2.770,2.700,2.491,2.783,2.557,2.641,2.553,2.430,0.949,0.207,1.940E+05,1.940E+05,0.956,0.001
17038,2372.434,122.684,51.712,550.000,23.452,511.184,23.723,38.816,3.573,0.999,4.354E-05,0.955,5.402E-04,1.003,-NAN,0.935,1.606E-03,7.351E+02,2.574E+02,1.749E+02,2.686E+01,2.232E-01,3.372E-01,3.289E-01,3.301E-01,2.238E-01,23645.000,22102.000,-1.0,2049.0,257.0,1.0,-0.342,0.458,0.805,0.022,0.996,0.055,1.038,0.037,336.712,340.116,350.683,330.422,301.933,291.990,265.602,273.598,256.469,267.678,276.457,288.203,2.282,2.323,2.110,2.160,1.937,1.640,1.362,1.480,1.350,1.480,1.409,1.528,245.314,254.409,243.571,240.794,256.426,256.327,238.749,239.094,222.433,228.647,236.624,236.563,2.562,2.588,2.771,2.652,2.799,2.716,2.462,2.397,2.746,2.620,2.415,2.553,0.955,0.012,2.024E+05,2.024E+05,0.955,0.001
17039,2465.863,132.399,53.693,613.000,24.759,559.382,25.112,53.618,4.200,0.999,4.050E-05,0.955,5.155E-04,1.003,-NAN,0.938,1.542E-03,7.616E+02,2.674E+02,1.815E+02,2.785E+01,2.340E-01,3.525E-01,3.437E-01,3.449E-01,2.347E-01,24573.000,23041.000,-1.0,2049.0,257.0,1.0,-0.349,0.478,0.805,0.022,0.996,0.055,1.037,0.037,339.138,342.592,344.979,329.810,301.567,293.538,267.915,275.797,257.930,273.582,279.600,287.092,2.345,2.376,2.039,1.952,1.934,1.657,1.379,1.496,1.367,1.458,1.469,1.535,246.568,246.343,240.773,229.695,260.586,255.232,238.621,239.931,224.007,229.573,233.992,234.862,2.652,2.532,2.654,2.637,2.836,2.684,2.428,2.459,2.475,2.540,2.486,2.431,0.955,0.012,2.183E+05,2.184E+05,0.955,0.001
17040,2245.717,115.060,51.235,462.000,21.494,423.842,21.784,38.158,3.543,0.999,4.508E-05,0.956,5.508E-04,1.003,-NAN,0.939,1.601E-03,7.235E+02,2.530E+02,1.722E+02,2.647E+01,2.176E-01,3.295E-01,3.215E-01,3.229E-01,2.182E-01,22380.000,21013.000,-1.0,2049.0,257.0,1.0,-0.361,0.479,0.805,0.022,0.996,0.056,1.036,0.037,331.958,338.800,342.784,331.030,300.823,293.110,266.134,272.256,255.096,267.204,279.323,290.653,2.216,2.310,2.207,2.218,1.939,1.670,1.398,1.465,1.362,1.495,1.477,1.474,245.237,242.463,241.671,229.765,259.423,259.523,236.715,239.838,221.289,234.312,237.568,239.141,2.559,2.472,2.633,2.626,2.764,2.794,2.381,2.415,2.334,2.739,2.510,2.489,0.955,0.012,1.887E+05,1.887E+05,0.956,0.001
17041,1949.740,103.463,53.065,429.000,20.712,389.526,21.023,39.474,3.603,0.999,4.436E-05,0.955,5.823E-04,1.003,-NAN,0.936,1.761E-03,7.480E+02,2.631E+02,1.786E+02,2.739E+01,2.310E-01,3.479E-01,3.393E-01,3.401E-01,2.317E-01,19431.000,18179.000,-1.0,2049.0,257.0,1.0,-0.357,0.470,0.805,0.022,0.995,0.055,1.037,0.037,335.286,342.027,346.048,332.010,301.151,295.570,265.757,274.345,257.748,269.262,280.755,290.048,2.251,2.355,2.048,1.992,1.982,1.684,1.387,1.489,1.384,1.525,1.464,1.485,248.641,246.537,246.010,230.768,259.616,267.784,239.084,234.945,220.574,231.401,237.937,231.620,2.684,2.554,2.752,2.604,2.815,3.038,2.422,2.317,2.686,2.677,2.603,2.412,0.955,0.013,1.699E+05,1.699E+05,0.955,0.001
17043,1137.186,40.234,35.381,193.000,13.892,185.105,13.986,7.895,1.612,0.999,8.035E-05,0.970,8.434E-04,1.006,-NAN,0.941,2.217E-03,4.999E+02,1.613E+02,1.146E+02,1.827E+01,9.885E-02,1.673E-01,1.640E-01,1.712E-01,9.945E-02,11333.000,10662.000,-1.0,2049.0,257.0,1.0,-0.317,0.421,0.806,0.022,0.994,0.053,1.027,0.036,338.803,340.245,346.809,332.789,303.459,292.214,267.390,274.170,257.868,270.568,280.327,286.694,2.375,2.390,2.076,2.277,2.096,1.862,1.436,1.511,1.408,1.564,1.502,1.573,230.397,230.899,226.461,217.991,249.989,250.117,235.400,231.641,213.336,217.850,221.650,228.950,2.127,2.173,2.283,2.326,2.445,2.500,2.285,2.015,2.149,2.313,2.138,2.254,0.973,0.030,6.356E+04,6.357E+04,0.970,0.001
17044,3413.047,137.416,40.262,619.000,24.880,584.461,25.107,34.539,3.371,0.999,4.294E-05,0.967,4.694E-04,1.005,-NAN,0.940,1.292E-03,5.681E+02,1.867E+02,1.314E+02,2.077E+01,1.248E-01,2.046E-01,2.003E-01,2.071E-01,1.254E-01,34013.000,31957.000,-1.0,2049.0,257.0,1.0,-0.317,0.425,0.806,0.022,0.994,0.054,1.029,0.036,333.828,339.545,346.002,331.692,299.485,291.001,265.975,271.504,257.117,267.227,274.193,287.505,2.300,2.357,2.071,2.238,1.952,1.638,1.414,1.491,1.382,1.500,1.432,1.578,233.334,237.388,234.806,221.510,249.931,252.371,232.680,225.127,213.414,218.106,225.913,230.281,2.283,2.297,2.213,2.179,2.610,2.575,2.245,2.058,2.242,2.393,2.251,2.382,0.969,0.015,2.188E+05,2.188E+05,0.967,0.000
17045,2756.540,126.950,46.054,589.000,24.269,550.513,24.529,38.487,3.558,0.999,4.041E-05,0.962,5.075E-04,1.004,-NAN,0.938,1.460E-03,6.494E+02,2.193E+02,1.521E+02,2.376E+01,1.646E-01,2.597E-01,2.539E-01,2.590E-01,1.652E-01,27470.000,25755.000,-1.0,2049.0,257.0,1.0,-0.353,0.450,0.806,0.022,0.996,0.055,1.034,0.036,334.091,343.609,348.284,329.828,301.879,289.676,262.242,268.688,257.574,267.966,273.731,289.352,2.214,2.452,2.082,2.212,1.971,1.785,1.455,1.403,1.368,1.509,1.378,1.549,238.782,242.549,237.038,227.443,255.146,252.016,238.261,233.075,215.465,221.382,231.969,233.168,2.251,2.386,2.407,2.441,2.824,2.757,2.317,2.246,2.388,2.527,2.322,2.249,0.964,0.014,2.046E+05,2.046E+05,0.962,0.001
17046,542.844,23.467,43.229,96.000,9.798,84.487,9.989,11.513,1.946,1.000,8.467E-05,0.966,1.123E-03,1.004,-NAN,0.935,3.344E-03,6.097E+02,2.049E+02,1.426E+02,2.231E+01,1.505E-01,2.394E-01,2.340E-01,2.392E-01,1.512E-01,5411.000,5061.000,-1.0,2049.0,257.0,1.0,-0.350,0.445,0.805,0.022,0.994,0.054,1.033,0.037,335.069,347.085,346.189,328.776,299.445,291.151,261.367,268.904,256.356,265.235,271.332,282.009,2.268,2.461,2.266,2.204,1.935,1.834,1.483,1.442,1.371,1.481,1.393,1.484,236.294,239.877,232.289,224.334,256.136,254.380,227.057,228.128,214.925,219.252,227.794,227.698,2.441,2.329,2.565,2.395,2.843,2.821,2.310,2.305,2.400,2.513,2.517,2.447,0.966,0.033,3.776E+04,3.776E+04,0.966,0.001
