#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Be9        kin_type:  SRC            
# target_amu: 9.012182                 
# target_density [g/cm3]: 1.8480     
# target_thickness [cm]: 0.5335      
# target_areal_density [g/cm2]: 0.9859
#
# N: 5
# Z: 4
# A: 9
# transparency: 0.6
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17106,2446.217,140.139,57.288,816.000,28.566,803.829,28.636,12.171,2.001,0.999,9.340E-05,0.962,6.080E-04,1.009,-NAN,0.932,1.609E-03,5.411E+02,2.350E+02,1.754E+02,7.263E+00,7.462E-02,1.745E-01,1.713E-01,1.317E-01,7.530E-02,24378.000,22728.000,-1.0,2049.0,129.0,1.0,-0.341,0.407,0.805,0.022,0.995,0.053,1.038,0.037,335.483,342.537,354.632,333.934,308.803,299.770,287.949,292.131,271.232,280.447,300.720,316.125,2.258,2.279,2.360,2.159,2.004,1.878,1.642,1.703,1.539,1.640,1.706,1.790,254.496,254.702,248.329,237.327,262.725,262.480,253.308,245.738,233.527,237.374,243.963,241.903,2.147,2.117,2.295,2.343,2.341,2.379,2.113,2.013,2.257,2.337,2.242,2.198,0.953,0.013,2.094E+05,2.094E+05,0.962,0.001
17107,570.007,33.719,59.156,191.000,13.820,187.382,13.863,3.618,1.091,0.998,2.008E-04,0.961,1.252E-03,1.009,-NAN,0.931,3.363E-03,5.578E+02,2.427E+02,1.810E+02,7.495E+00,7.816E-02,1.812E-01,1.779E-01,1.372E-01,7.885E-02,5681.000,5289.000,-1.0,2049.0,129.0,1.0,-0.338,0.402,0.806,0.022,0.996,0.053,1.038,0.037,332.107,342.037,356.849,334.979,310.857,297.839,289.470,293.722,274.647,288.369,298.223,311.951,2.290,2.400,2.261,2.288,2.119,1.928,1.734,1.764,1.646,1.709,1.724,1.830,255.894,264.085,252.462,243.007,266.310,266.232,252.840,254.220,233.192,240.837,245.449,251.146,2.270,2.381,2.279,2.331,2.422,2.372,2.229,2.270,2.314,2.604,2.184,2.299,0.954,0.028,5.035E+04,5.035E+04,0.961,0.001
17108,1408.093,64.388,45.727,378.000,19.442,372.408,19.489,5.592,1.356,0.999,1.424E-04,0.965,8.634E-04,1.012,-NAN,0.936,2.068E-03,4.323E+02,1.845E+02,1.391E+02,5.792E+00,5.290E-02,1.304E-01,1.283E-01,9.851E-02,5.354E-02,14035.000,13135.000,-1.0,2049.0,129.0,1.0,-0.326,0.401,0.806,0.022,0.996,0.053,1.035,0.037,336.406,340.527,351.997,336.806,306.837,294.589,288.569,291.004,273.286,288.718,306.160,313.656,2.246,2.289,2.306,2.230,1.988,1.809,1.675,1.685,1.576,1.618,1.793,1.756,255.451,259.399,249.437,235.471,259.360,259.235,248.217,245.642,226.846,237.482,237.152,244.257,2.106,2.145,2.229,2.212,2.235,2.223,1.941,1.924,1.978,2.210,2.050,2.147,0.960,0.022,9.556E+04,9.556E+04,0.965,0.001
17109,163.895,6.895,42.068,42.000,6.481,41.671,6.489,0.329,0.329,0.999,3.826E-04,0.968,2.555E-03,1.013,-NAN,0.936,6.039E-03,3.976E+02,1.701E+02,1.281E+02,5.317E+00,4.948E-02,1.209E-01,1.190E-01,9.134E-02,5.012E-02,1634.000,1530.000,-1.0,2049.0,129.0,1.0,-0.326,0.394,0.805,0.022,0.994,0.052,1.035,0.038,336.098,349.023,364.596,346.043,310.137,298.988,285.518,295.357,271.250,287.302,306.735,312.599,5.285,6.492,6.109,5.829,4.766,4.327,3.971,4.066,3.508,3.833,4.262,4.032,240.290,249.183,258.328,240.536,262.141,264.697,240.531,242.448,225.748,239.175,244.634,250.264,4.775,4.801,5.616,4.920,5.441,5.767,4.610,4.578,5.655,5.271,4.910,5.743,0.962,0.067,1.024E+04,1.025E+04,0.968,0.003
17110,2149.439,88.526,41.186,567.000,23.812,557.789,23.875,9.211,1.741,0.999,1.158E-04,0.967,7.302E-04,1.014,-NAN,0.937,1.656E-03,3.892E+02,1.642E+02,1.245E+02,5.213E+00,4.399E-02,1.127E-01,1.110E-01,8.504E-02,4.462E-02,21418.000,20076.000,-1.0,2049.0,129.0,1.0,-0.321,0.397,0.806,0.022,0.995,0.053,1.032,0.037,336.537,345.643,352.755,339.083,307.494,292.827,288.993,291.956,271.414,286.259,306.153,313.242,2.292,2.405,2.356,2.327,2.038,1.831,1.702,1.747,1.556,1.633,1.821,1.792,249.153,254.116,239.860,235.832,263.720,259.820,242.544,244.227,229.279,233.973,240.165,239.509,2.182,2.035,2.062,2.230,2.331,2.215,2.007,1.897,2.070,2.174,2.083,2.021,0.965,0.020,1.306E+05,1.306E+05,0.967,0.001
17111,119.685,5.610,46.874,33.000,5.745,32.671,5.754,0.329,0.329,0.999,3.824E-04,0.967,2.859E-03,1.013,-NAN,0.933,7.247E-03,4.427E+02,1.873E+02,1.419E+02,5.928E+00,5.057E-02,1.286E-01,1.267E-01,9.741E-02,5.123E-02,1192.000,1112.000,-1.0,2049.0,129.0,1.0,-0.315,0.376,0.806,0.022,0.995,0.054,1.035,0.037,340.048,332.636,358.289,329.784,312.412,295.551,286.375,294.906,270.113,285.813,302.676,311.039,6.297,5.828,6.007,5.551,5.404,4.886,4.442,4.654,4.133,4.299,4.495,4.600,243.852,246.965,241.014,236.695,257.183,249.383,240.345,238.207,224.492,232.194,238.778,242.799,5.520,5.287,5.250,5.724,5.769,4.982,5.180,5.348,5.736,5.624,5.281,5.558,0.957,0.159,8.290E+03,8.291E+03,0.967,0.003
17129,2392.475,148.832,62.208,869.000,29.479,854.855,29.558,14.145,2.157,0.998,9.405E-05,0.955,6.300E-04,1.008,-NAN,0.933,1.622E-03,5.858E+02,2.559E+02,1.901E+02,7.867E+00,8.505E-02,2.097E-01,2.023E-01,2.062E-01,8.573E-02,23843.000,22239.000,-1.0,2049.0,65.0,1.0,-0.357,0.405,0.805,0.022,0.997,0.055,1.040,0.037,331.566,341.190,363.833,347.076,309.797,305.088,304.610,313.016,283.356,296.511,317.672,330.121,1.999,2.130,2.165,2.074,1.912,1.723,1.669,1.751,1.480,1.626,1.703,1.745,275.044,280.540,267.902,258.713,276.472,273.804,272.148,270.376,246.663,255.157,260.127,254.665,2.605,2.757,2.619,2.599,2.777,2.708,2.567,2.621,2.535,2.711,2.598,2.509,0.949,0.013,2.219E+05,2.219E+05,0.955,0.001
17130,3021.258,191.325,63.326,1119.000,33.451,1091.368,33.587,27.632,3.015,0.998,8.016E-05,0.955,5.575E-04,1.008,-NAN,0.933,1.439E-03,5.961E+02,2.607E+02,1.935E+02,8.006E+00,8.684E-02,2.138E-01,2.063E-01,2.101E-01,8.751E-02,30109.000,28096.000,-1.0,2049.0,65.0,1.0,-0.356,0.412,0.805,0.022,0.997,0.054,1.040,0.037,336.175,338.403,364.543,340.641,308.997,301.908,304.103,311.026,280.392,297.722,316.244,325.865,2.087,2.082,2.179,1.980,1.857,1.661,1.632,1.706,1.447,1.530,1.663,1.759,280.466,281.759,272.836,263.991,276.885,282.001,267.446,269.684,243.673,251.647,254.273,259.311,2.651,2.713,2.753,2.758,2.558,2.715,2.460,2.563,2.494,2.651,2.518,2.580,0.949,0.011,2.853E+05,2.853E+05,0.955,0.001
17131,1870.700,118.383,63.283,724.000,26.907,714.132,26.968,9.868,1.802,0.998,9.998E-05,0.955,7.021E-04,1.008,-NAN,0.932,1.849E-03,5.957E+02,2.605E+02,1.933E+02,8.001E+00,8.694E-02,2.139E-01,2.064E-01,2.101E-01,8.763E-02,18644.000,17368.000,-1.0,2049.0,65.0,1.0,-0.363,0.411,0.805,0.022,0.996,0.054,1.039,0.038,341.267,341.133,362.554,338.562,307.285,305.142,307.295,316.163,283.057,297.112,319.915,331.868,2.172,2.141,2.158,1.971,1.890,1.760,1.689,1.802,1.480,1.637,1.754,1.774,274.586,284.541,265.720,266.943,276.792,270.034,271.096,262.908,242.114,255.725,252.028,255.813,2.580,2.704,2.781,2.702,2.827,2.652,2.638,2.478,2.465,2.775,2.450,2.546,0.948,0.014,1.765E+05,1.765E+05,0.955,0.001
17132,2966.057,184.586,62.233,1056.000,32.496,1036.263,32.596,19.737,2.548,0.998,7.801E-05,0.954,5.669E-04,1.008,-NAN,0.933,1.452E-03,5.859E+02,2.561E+02,1.901E+02,7.871E+00,8.557E-02,2.102E-01,2.029E-01,2.068E-01,8.625E-02,29559.000,27584.000,-1.0,2049.0,65.0,1.0,-0.351,0.407,0.805,0.022,0.996,0.054,1.039,0.038,341.093,337.683,364.600,340.348,306.250,302.258,303.650,312.769,284.788,294.076,318.403,330.093,2.183,2.082,2.169,1.966,1.856,1.643,1.662,1.706,1.487,1.602,1.713,1.752,275.447,276.513,264.407,256.938,277.131,276.965,263.504,259.292,239.423,249.688,251.638,256.879,2.640,2.645,2.760,2.568,2.748,2.755,2.404,2.401,2.587,2.595,2.439,2.591,0.949,0.011,2.752E+05,2.752E+05,0.954,0.001
