#Plane_2x2
#Card       tzero  t_zero_err      entries
0    7.19011     0.97529             7915
1    6.95730     0.44087             46057
2    6.71606     0.50210             52720
3    8.35818     0.59632             55238
4    -1.95405     0.11018             54278
5    -2.04379     0.11218             54010
6    -1.29581     0.18680             18952
