#Plane_1x1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             673
1    4.09195     0.42850             39830
2    3.32535     0.30008             57482
3    -3.86369     0.19225             61074
4    -4.88566     0.19316             58906
5    -3.66075     0.16150             56391
6    -4.60217     0.29781             12034
