#Plane_2v2
#Card       tzero  t_zero_err      entries
0    8.17456     0.99274             8031
1    7.86120     0.46649             51276
2    8.03574     0.36856             89387
3    8.89549     0.37705             89717
4    2.12017     0.28010             42037
5    -1.94011     0.39223             8545
