#Plane_1v1
#Card       tzero  t_zero_err      entries
0    -3.49695     0.61104             4648
1    -1.73405     0.17913             38708
2    6.18488     0.40472             79455
3    6.61723     0.35230             93951
4    4.95148     0.39537             63808
5    -1.43816     0.26046             11396
