#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -2.35877     0.48806             4975
1    -4.10086     0.20119             42291
2    -3.03506     0.10965             80688
3    -14.12703     0.57377             92762
4    7.40507     0.45872             49732
5    4.63226     0.61058             10853
