#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -1.54489     0.27300             6989
1    -0.35335     0.15079             45588
2    -1.29162     0.11781             49436
3    7.50903     0.45563             55216
4    6.47481     0.53453             54456
5    7.22821     0.57986             54251
6    8.15093     0.65500             20627
