#Plane_2v1
#Card       tzero  t_zero_err      entries
0    7.26273     1.31414             7498
1    10.15207     0.56614             48094
2    -1.10435     0.08265             87977
3    -1.56291     0.06941             91634
4    -1.38340     0.14724             45313
5    -10.47887     1.18264             9170
