#Plane_1u1
#Card       tzero  t_zero_err      entries
0    7.12897     1.46912             4174
1    6.75292     0.53270             46620
2    -3.41615     0.12019             93043
3    -3.38366     0.11866             96967
4    -5.48228     0.27536             45163
5    -12.03683     1.63517             6828
