#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -0.56061     0.27909             7407
1    -0.47953     0.16460             42397
2    -0.32074     0.11800             76236
3    -9.25043     0.32668             86640
4    10.72209     0.49181             58978
5    8.59573     0.64578             16141
