#Plane_1v1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1421
1    -1.61423     1.36646             13302
2    5.63555     1.11414             36733
3    7.14247     0.88944             55607
4    5.34929     0.94935             50663
5    -4.58175     0.91334             11238
