#Plane_2x2
#Card       tzero  t_zero_err      entries
0    7.05526     2.90243             2454
1    6.98407     1.86773             13837
2    8.23507     1.67411             18616
3    9.36411     1.62968             27764
4    -0.99204     0.37888             37631
5    -1.64475     0.30606             45850
6    -1.09220     0.60251             20244
