#Plane_2v2
#Card       tzero  t_zero_err      entries
0    7.44384     3.70828             2661
1    8.89850     2.20546             18645
2    9.40970     1.07821             46193
3    8.86830     1.24613             58964
4    2.21572     1.13897             32187
5    -0.39822     0.88569             7884
