#Plane_1u1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             1383
1    4.70756     1.42915             16831
2    -3.70508     0.37925             47113
3    -3.04916     0.26870             63315
4    -5.51646     0.39292             34802
5    -12.40690     2.55314             6313
