#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -3.72402     1.73621             2172
1    0.50215     0.94955             13689
2    -1.20369     0.67495             17411
3    8.23520     1.64684             27419
4    7.53830     1.16118             37335
5    7.51898     0.95683             45876
6    10.71418     2.14235             21852
