#Plane_1v2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1523
1    -4.36898     0.83289             14501
2    -2.72450     0.43032             37591
3    -13.86182     1.10733             55168
4    5.41118     1.39995             40518
5    3.80577     1.68370             10759
