#Plane_1v2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             27
1    8.86745     4.45526             2671
2    11.38705     1.54275             28830
3    2.59030     0.44632             71653
4    2.00857     0.34177             100434
5    5.03023     0.70004             68382
6    3.39373     3.69259             2065
