#Plane_2x2
#Card       tzero  t_zero_err      entries
0    4.13105     1.77438             3296
1    2.76530     0.57084             38036
2    6.23946     0.63315             88449
3    9.26361     0.94779             94241
4    12.00269     1.38454             51419
