#Plane_1v1
#Card       tzero  t_zero_err      entries
0    60.50000     0.00000             48
1    8.20501     2.77247             4703
2    8.85602     1.31792             35284
3    12.59204     1.11841             78937
4    0.56887     0.29659             99667
5    1.53722     0.44850             54351
6    12.50000     0.00000             531
