#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -3.93648     0.78691             21682
1    -2.29080     0.26727             116363
2    5.23992     0.36989             292050
3    6.06928     0.50665             185101
4    2.86319     0.74187             37726
5    4.21357     2.90096             3679
