#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -10.10513     1.78723             12797
1    -10.18528     0.37487             123436
2    -8.16490     0.20796             337112
3    -17.81730     0.79475             158583
4    3.09037     1.28584             23588
5    -3.97321     2.67332             2125
