#Plane_1u2
#Card       tzero  t_zero_err      entries
0    0.87331     1.04433             9039
1    -0.88023     0.40543             116524
2    -0.35807     0.19527             271351
3    0.89368     0.22091             214548
4    -4.78460     0.36776             46801
5    -9.60401     1.37605             5365
