#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -3.97564     1.53987             7954
1    -0.01127     0.48680             106534
2    -9.72294     0.27641             264245
3    -7.74328     0.25111             225054
4    -8.88561     0.55705             52127
5    -15.58554     2.06612             5853
