#Plane_2v1
#Card       tzero  t_zero_err      entries
0    5.71312     1.45644             17118
1    7.34079     0.70015             111796
2    -4.54255     0.14929             246544
3    -3.25303     0.16247             218263
4    -3.85416     0.39772             55401
5    -12.77345     1.31694             8021
