#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -4.53155     0.51056             22392
1    -4.17620     0.20677             130033
2    -3.00494     0.13053             301186
3    -12.28398     0.42168             171905
4    6.44106     1.64850             33876
5    -0.95016     4.46505             3338
