#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -9.01062     1.07210             12995
1    -8.45760     0.24425             199577
2    -10.53004     0.32769             165220
3    -8.73136     0.38569             122799
4    0.87772     0.42136             89412
5    -0.34554     0.44699             58334
6    0.59704     1.10688             13293
