#Plane_1x1
#Card       tzero  t_zero_err      entries
0    -16.19922     1.62607             8570
1    -1.37779     0.28446             178437
2    -1.53012     0.25073             166385
3    -8.92005     0.32732             124595
4    -8.90032     0.38446             89229
5    -7.97323     0.47031             59751
6    -7.90648     0.67305             14488
