#Plane_1x2
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             245
1    -3.32752     0.60499             23531
2    -4.68751     0.36822             37850
3    -2.73265     0.33492             58976
4    5.15884     0.62452             81161
5    4.88783     0.59607             92932
6    5.84351     1.35694             21315
