#Plane_2v1
#Card       tzero  t_zero_err      entries
0    9.01579     2.42471             4118
1    10.87690     1.39010             31467
2    -0.21778     0.34934             84392
3    -0.39578     0.32275             112968
4    -0.31651     0.42807             65305
5    -9.91808     0.87117             15670
