#Plane_2u2
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             928
1    -0.98657     1.17200             10734
2    -0.45908     0.50565             42183
3    -9.39995     0.62362             28322
4    10.50000     0.00000             1263
5    60.50000     0.00000             126
