#Plane_2u1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             851
1    -3.51769     2.47047             9708
2    9.73959     1.50086             39930
3    8.96216     1.33016             30830
4    10.50000     0.00000             1396
5    40.50000     0.00000             133
