#Plane_2v1
#Card       tzero  t_zero_err      entries
0    10.50000     0.00000             524
1    2.61011     6.09667             4380
2    -0.51463     0.50752             31628
3    -0.83256     0.52881             36004
4    -2.30535     1.42196             10026
5    0.50000     0.00000             920
