#Plane_1u1
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             274
1    4.82664     5.03817             4040
2    -5.68689     0.52867             32225
3    -3.29660     0.56946             36680
4    -7.52467     1.07819             9673
5    -9.50000     0.00000             571
