#Plane_1x2
#Card       tzero  t_zero_err      entries
0    6.50000     0.00000             561
1    -2.47938     1.48965             7254
2    -6.12208     0.73989             22035
3    -2.22159     0.68126             29556
4    4.34234     1.36481             19258
5    4.84606     1.94676             4231
6    20.50000     0.00000             130
