#Plane_2x1
#Card       tzero  t_zero_err      entries
0    0.50000     0.00000             1566
1    -0.91752     1.40027             7834
2    -0.32986     0.67932             20064
3    8.42705     1.54448             27182
4    7.15274     0.95463             19652
5    7.41023     3.78954             5817
6    20.50000     0.00000             211
