#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -1.11539     1.31955             12432
1    1.14929     0.48369             96654
2    9.05723     0.56635             205288
3    8.85366     0.82578             96272
4    6.03381     1.22963             31337
5    4.93459     1.87133             4687
