#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -7.57451     1.16162             10988
1    -3.00166     0.21513             151173
2    -5.95460     0.29103             113668
3    -3.25564     0.30072             77904
4    4.87441     0.85661             53494
5    3.59179     0.89446             33248
6    3.18711     1.77454             6647
