#Plane_2x2
#Card       tzero  t_zero_err      entries
0    7.08039     0.97915             44746
1    7.35778     0.78336             135862
2    7.66163     0.62012             101066
3    9.34631     1.11238             71623
4    -1.43326     0.36638             50815
5    -2.94985     0.56597             34441
6    -2.55893     0.86074             10981
