#Plane_2v2
#Card       tzero  t_zero_err      entries
0    10.09964     2.13789             11645
1    8.05939     0.78545             104328
2    8.33589     0.59726             197128
3    8.85400     0.79505             98663
4    0.69936     0.87127             32175
5    -8.00445     1.54838             6082
