#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -2.83154     0.88916             6780
1    -5.02016     0.28502             98365
2    -3.67731     0.17735             222538
3    -15.06795     0.79545             93587
4    3.92638     1.34874             21781
5    1.72651     2.08179             2849
