#Plane_1u1
#Card       tzero  t_zero_err      entries
0    3.75015     1.82029             4227
1    5.18537     0.72656             88231
2    -4.96462     0.16391             209946
3    -4.33905     0.25590             106336
4    -6.32398     0.57200             33668
5    -12.52674     3.02090             4761
