#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -0.16810     0.70420             13480
1    -0.77341     0.31987             104869
2    -0.06994     0.18855             206525
3    -10.26424     0.41511             91957
4    9.35257     1.53344             28979
5    9.76832     5.66737             4269
