#Plane_2x1
#Card       tzero  t_zero_err      entries
0    -1.51929     0.56017             40190
1    0.04556     0.30960             137329
2    -0.75572     0.24296             94887
3    7.94922     0.87800             72323
4    6.39882     0.91670             51385
5    7.29069     1.20479             34931
6    4.87548     1.65166             11631
