#Plane_2v1
#Card       tzero  t_zero_err      entries
0    7.34310     2.57799             10442
1    9.82099     1.04276             96798
2    -0.98118     0.24696             196213
3    -1.28980     0.33463             102906
4    -2.04844     0.59285             34777
5    -10.35262     1.46397             6515
