#Plane_1x1
#Card       tzero  t_zero_err      entries
0    5.33290     2.44113             6488
1    3.68073     0.46217             131942
2    3.37975     0.47288             114039
3    -4.45971     0.29808             78542
4    -5.77383     0.49635             52809
5    -6.00680     0.55539             34014
6    -7.40066     1.25961             7301
