#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Be9        kin_type:  SRC            
# target_amu: 9.012182                 
# target_density [g/cm3]: 1.8480     
# target_thickness [cm]: 0.5335      
# target_areal_density [g/cm2]: 0.9859
#
# N: 5
# Z: 4
# A: 9
# transparency: 0.59
#
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err,multi_track_eff,multi_track_eff_err,T1_accp_singles,T2_accp_singles,pTrkEff_singles,pTrkEff_singles_err
17106,2446.217,140.139,57.288,730.000,27.019,717.500,27.094,12.500,2.028,0.999,9.340E-05,0.962,6.082E-04,1.009,-NAN,0.932,1.609E-03,5.411E+02,2.350E+02,1.754E+02,7.263E+00,7.462E-02,1.745E-01,1.713E-01,1.317E-01,7.530E-02,24378.000,22728.000,-1.0,2049.0,129.0,1.0,-0.382,0.404,0.805,0.022,0.995,0.053,1.039,0.038,335.586,342.815,354.632,333.980,308.737,299.802,287.894,292.077,271.175,280.482,300.713,316.108,2.260,2.285,2.361,2.159,2.002,1.879,1.641,1.702,1.538,1.641,1.706,1.789,254.454,254.840,248.493,237.317,262.885,262.474,253.291,245.701,233.574,237.393,243.930,242.002,2.146,2.120,2.297,2.341,2.345,2.379,2.112,2.012,2.258,2.337,2.241,2.199,0.953,0.013,2.094E+05,2.094E+05,0.962,0.001
17107,570.007,33.719,59.156,158.000,12.570,154.053,12.621,3.947,1.140,0.998,2.008E-04,0.961,1.252E-03,1.009,-NAN,0.931,3.363E-03,5.578E+02,2.427E+02,1.810E+02,7.495E+00,7.816E-02,1.812E-01,1.779E-01,1.372E-01,7.885E-02,5681.000,5289.000,-1.0,2049.0,129.0,1.0,-0.378,0.398,0.806,0.022,0.996,0.053,1.039,0.038,332.159,342.172,356.885,335.264,311.046,297.953,289.480,293.624,274.574,288.398,298.146,311.843,2.291,2.402,2.261,2.288,2.123,1.930,1.734,1.762,1.644,1.709,1.723,1.829,255.882,264.292,252.517,243.056,266.492,266.568,252.788,254.063,233.009,241.201,245.276,251.104,2.260,2.376,2.267,2.322,2.416,2.364,2.216,2.256,2.299,2.602,2.171,2.287,0.954,0.028,5.035E+04,5.035E+04,0.961,0.001
17108,1408.093,64.388,45.727,332.000,18.221,326.737,18.268,5.263,1.316,0.999,1.424E-04,0.965,8.637E-04,1.012,-NAN,0.936,2.068E-03,4.323E+02,1.845E+02,1.391E+02,5.792E+00,5.290E-02,1.304E-01,1.283E-01,9.851E-02,5.354E-02,14035.000,13135.000,-1.0,2049.0,129.0,1.0,-0.364,0.399,0.806,0.022,0.996,0.053,1.035,0.038,336.255,340.601,351.970,336.898,306.908,294.588,288.497,290.828,273.253,288.776,306.152,313.457,2.242,2.290,2.305,2.231,1.989,1.809,1.675,1.682,1.575,1.619,1.793,1.753,255.421,259.363,249.350,235.433,259.312,259.221,248.213,245.673,226.894,237.422,237.163,244.301,2.105,2.144,2.227,2.210,2.234,2.222,1.940,1.925,1.979,2.208,2.049,2.147,0.961,0.022,9.556E+04,9.556E+04,0.965,0.001
17109,163.895,6.895,42.068,32.000,5.657,31.671,5.666,0.329,0.329,0.999,3.826E-04,0.968,2.555E-03,1.013,-NAN,0.936,6.039E-03,3.976E+02,1.701E+02,1.281E+02,5.317E+00,4.948E-02,1.209E-01,1.190E-01,9.134E-02,5.012E-02,1634.000,1530.000,-1.0,2049.0,129.0,1.0,-0.369,0.391,0.805,0.022,0.994,0.052,1.036,0.039,336.350,349.050,362.025,346.115,310.325,299.322,285.412,295.152,271.358,287.410,303.731,312.526,5.290,6.492,5.762,5.827,4.775,4.341,3.968,4.058,3.507,3.836,4.187,4.026,240.245,249.150,258.239,240.498,262.068,264.613,240.466,242.414,226.009,239.255,244.577,250.200,4.772,4.798,5.613,4.917,5.439,5.764,4.608,4.576,5.670,5.271,4.909,5.739,0.962,0.067,1.024E+04,1.025E+04,0.968,0.003
17110,2149.439,88.526,41.186,502.000,22.405,493.447,22.468,8.553,1.677,0.999,1.158E-04,0.967,7.302E-04,1.014,-NAN,0.937,1.656E-03,3.892E+02,1.642E+02,1.245E+02,5.213E+00,4.399E-02,1.127E-01,1.110E-01,8.504E-02,4.462E-02,21418.000,20076.000,-1.0,2049.0,129.0,1.0,-0.359,0.394,0.806,0.022,0.995,0.053,1.033,0.037,334.803,345.690,352.867,339.018,307.650,292.833,288.980,291.923,271.367,286.275,306.040,313.177,2.250,2.406,2.358,2.324,2.040,1.830,1.702,1.746,1.554,1.632,1.820,1.792,249.228,254.111,239.848,235.769,263.756,259.745,242.625,244.215,229.285,233.936,240.267,239.528,2.182,2.034,2.061,2.228,2.331,2.213,2.008,1.896,2.069,2.174,2.084,2.020,0.965,0.020,1.306E+05,1.306E+05,0.967,0.001
17111,119.685,5.610,46.874,28.000,5.292,27.671,5.302,0.329,0.329,0.999,3.824E-04,0.967,2.859E-03,1.013,-NAN,0.933,7.247E-03,4.427E+02,1.873E+02,1.419E+02,5.928E+00,5.057E-02,1.286E-01,1.267E-01,9.741E-02,5.123E-02,1192.000,1112.000,-1.0,2049.0,129.0,1.0,-0.352,0.372,0.806,0.022,0.995,0.054,1.036,0.037,339.811,332.604,358.392,329.524,312.577,295.683,286.362,298.059,270.244,285.780,302.457,311.051,6.288,5.828,6.009,5.532,5.408,4.890,4.436,4.909,4.139,4.299,4.489,4.605,243.686,246.796,240.834,236.638,257.086,249.255,240.160,238.214,224.564,232.370,238.696,242.822,5.513,5.281,5.243,5.717,5.763,4.977,5.169,5.342,5.728,5.631,5.278,5.550,0.957,0.159,8.290E+03,8.291E+03,0.967,0.003
17129,2392.475,148.832,62.208,780.000,27.928,765.197,28.016,14.803,2.207,0.998,9.405E-05,0.955,6.299E-04,1.008,-NAN,0.933,1.622E-03,5.858E+02,2.559E+02,1.901E+02,7.867E+00,8.505E-02,2.097E-01,2.023E-01,2.062E-01,8.573E-02,23843.000,22239.000,-1.0,2049.0,65.0,1.0,-0.396,0.404,0.805,0.022,0.997,0.055,1.041,0.038,331.649,341.331,363.883,347.010,309.449,305.103,304.508,312.883,283.374,296.438,316.433,330.097,2.000,2.132,2.164,2.072,1.911,1.723,1.668,1.749,1.480,1.625,1.682,1.745,275.026,280.475,267.847,258.592,276.440,273.698,272.178,270.419,246.557,255.131,260.126,254.561,2.604,2.754,2.616,2.596,2.775,2.705,2.567,2.620,2.533,2.709,2.598,2.506,0.950,0.013,2.219E+05,2.219E+05,0.955,0.001
17130,3021.258,191.325,63.326,985.000,31.385,956.053,31.536,28.947,3.086,0.998,8.016E-05,0.955,5.576E-04,1.008,-NAN,0.933,1.439E-03,5.961E+02,2.607E+02,1.935E+02,8.006E+00,8.684E-02,2.138E-01,2.063E-01,2.101E-01,8.751E-02,30109.000,28096.000,-1.0,2049.0,65.0,1.0,-0.395,0.411,0.805,0.022,0.997,0.054,1.041,0.038,336.330,338.495,364.527,340.615,309.043,301.957,304.014,310.965,280.383,297.760,316.190,325.787,2.089,2.084,2.178,1.979,1.858,1.662,1.631,1.706,1.447,1.531,1.662,1.758,280.533,281.730,272.815,263.929,276.913,281.990,267.367,269.843,243.794,251.712,254.246,259.361,2.651,2.713,2.752,2.756,2.557,2.712,2.458,2.566,2.495,2.653,2.517,2.580,0.949,0.011,2.853E+05,2.853E+05,0.955,0.001
17131,1870.700,118.383,63.283,660.000,25.690,650.132,25.754,9.868,1.802,0.998,9.998E-05,0.955,7.020E-04,1.008,-NAN,0.932,1.849E-03,5.957E+02,2.605E+02,1.933E+02,8.001E+00,8.694E-02,2.139E-01,2.064E-01,2.101E-01,8.763E-02,18644.000,17368.000,-1.0,2049.0,65.0,1.0,-0.400,0.406,0.805,0.022,0.996,0.054,1.039,0.039,341.390,341.243,362.630,340.120,307.379,305.206,307.229,316.138,283.144,297.123,319.811,331.817,2.174,2.143,2.159,1.993,1.891,1.761,1.688,1.801,1.481,1.637,1.752,1.773,274.778,284.226,265.774,266.538,277.196,270.301,270.973,262.896,242.017,256.326,251.890,255.617,2.570,2.685,2.767,2.682,2.820,2.642,2.621,2.468,2.455,2.772,2.438,2.530,0.948,0.014,1.765E+05,1.765E+05,0.955,0.001
17132,2966.057,184.586,62.233,963.000,31.032,941.947,31.144,21.053,2.632,0.998,7.801E-05,0.954,5.670E-04,1.008,-NAN,0.933,1.452E-03,5.859E+02,2.561E+02,1.901E+02,7.871E+00,8.557E-02,2.102E-01,2.029E-01,2.068E-01,8.625E-02,29559.000,27584.000,-1.0,2049.0,65.0,1.0,-0.392,0.403,0.805,0.022,0.996,0.054,1.040,0.039,341.127,337.758,364.749,340.290,306.340,302.303,303.513,312.614,284.760,294.056,318.264,330.069,2.183,2.082,2.171,1.964,1.857,1.643,1.661,1.704,1.486,1.601,1.711,1.752,275.378,276.434,264.509,256.793,277.202,276.935,263.545,259.297,239.451,249.683,251.564,256.945,2.637,2.642,2.762,2.564,2.748,2.751,2.404,2.400,2.585,2.593,2.436,2.591,0.949,0.011,2.752E+05,2.752E+05,0.954,0.001
