#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca40        kin_type:  SRC            
# target_amu: 39.962591                 
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err
17026,0.000,0.000,-nan,0.000,0.000,0.000,0.000,0.000,0.000,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0.000,0.000,-1.0,2049.0,257.0,1.0,-19.900,2.500,0.505,0.120,0.505,0.120,0.008,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
17009,879.218,11.460,13.034,54.000,7.348,53.000,7.416,1.000,1.000,0.999,0.000,0.995,0.000,1.051,-nan,0.947,0.002,149.101,40.462,30.522,4.801,0.011,0.137,0.135,0.157,0.011,8766.000,8298.000,-1.0,257.0,33.0,1.0,-0.415,0.382,0.805,0.022,0.993,0.053,1.010,0.033,330.134,336.126,346.473,328.368,299.298,293.272,277.056,281.260,261.281,273.436,283.614,296.314,2.589,2.694,2.674,2.535,2.258,1.975,1.790,1.894,1.693,1.692,1.775,1.824,220.997,222.825,226.400,212.696,245.917,247.493,227.978,223.473,202.782,211.829,221.252,219.653,2.284,2.343,2.387,2.340,2.929,2.664,2.293,2.144,2.460,2.315,2.614,2.286
17020,284.386,14.410,50.670,67.000,8.185,65.000,8.307,2.000,1.414,0.999,0.000,0.980,0.001,1.004,-nan,0.946,0.004,577.795,182.656,127.008,18.668,0.120,0.197,0.193,0.194,0.121,2834.000,2682.000,-1.0,2049.0,257.0,1.0,-0.453,0.425,0.806,0.022,0.995,0.055,1.031,0.035,332.203,337.541,346.515,336.675,295.923,291.402,281.709,289.099,269.283,278.616,290.069,301.307,2.878,3.277,2.949,2.954,2.668,2.308,2.066,2.227,1.986,2.150,2.116,2.323,245.358,254.065,248.671,233.306,267.655,260.539,237.233,248.930,225.136,233.462,233.599,240.262,3.600,3.806,4.049,3.744,4.045,4.054,3.436,3.889,3.615,3.763,3.505,3.832
17011,2286.655,115.116,50.342,471.000,21.703,433.000,22.561,38.000,6.164,0.999,0.000,0.980,0.000,1.005,-nan,0.940,0.002,574.704,180.233,125.680,18.527,0.118,0.193,0.189,0.191,0.118,22789.000,21433.000,-1.0,2049.0,257.0,1.0,-0.444,0.422,0.806,0.022,0.995,0.054,1.030,0.035,328.505,336.242,348.528,333.779,296.823,293.507,273.770,287.141,263.643,277.505,288.143,301.414,2.201,2.314,2.143,2.124,1.932,1.716,1.510,1.557,1.359,1.513,1.489,1.645,244.972,248.906,238.102,235.315,259.564,254.574,242.104,236.055,221.390,233.564,231.890,231.560,2.538,2.643,2.584,2.825,2.965,2.747,2.544,2.452,2.763,2.738,2.366,2.507
17023,1914.945,100.228,52.340,384.000,19.596,351.000,20.421,33.000,5.745,0.999,0.000,0.978,0.001,1.005,-nan,0.943,0.002,595.362,188.780,131.227,19.244,0.126,0.205,0.201,0.202,0.126,19086.000,17991.000,-1.0,2049.0,257.0,1.0,-0.455,0.422,0.805,0.022,0.995,0.055,1.031,0.035,333.432,338.453,344.961,330.040,303.480,293.805,275.667,283.002,261.638,275.321,281.898,295.879,2.301,2.379,2.086,2.043,2.052,1.715,1.550,1.634,1.480,1.531,1.511,1.568,248.581,251.917,242.894,234.535,260.209,254.275,240.875,239.222,220.539,232.386,231.287,239.633,2.662,2.853,2.755,2.855,2.939,2.788,2.604,2.539,2.525,2.706,2.446,2.756
17024,1424.024,74.777,52.511,305.000,17.464,280.000,18.166,25.000,5.000,0.999,0.000,0.979,0.001,1.005,-nan,0.939,0.002,596.590,189.750,131.687,19.286,0.128,0.208,0.204,0.204,0.128,14192.000,13332.000,-1.0,2049.0,257.0,1.0,0.539,0.432,0.806,0.022,0.994,0.054,1.029,0.036,330.610,343.040,344.862,333.307,303.513,295.020,274.454,280.890,258.714,275.901,281.118,295.349,2.227,2.434,2.056,2.096,2.043,1.702,1.520,1.588,1.416,1.487,1.505,1.551,244.641,244.716,238.963,238.507,262.194,258.336,235.349,236.179,219.790,223.567,231.045,232.664,2.544,2.598,2.701,2.953,2.886,2.840,2.326,2.352,2.710,2.430,2.375,2.458
17027,2327.902,122.293,52.534,434.000,20.833,394.000,21.772,40.000,6.325,0.999,0.000,0.978,0.000,1.005,-nan,0.941,0.002,597.474,190.515,132.026,19.318,0.130,0.211,0.206,0.207,0.131,23200.000,21830.000,-1.0,2049.0,257.0,1.0,-0.449,0.433,0.806,0.022,0.995,0.055,1.033,0.035,331.153,344.994,346.585,329.744,301.774,291.029,272.761,281.086,260.333,274.588,280.942,294.692,2.193,2.414,2.053,2.188,1.978,1.620,1.475,1.569,1.424,1.474,1.460,1.521,245.251,240.851,240.406,229.706,256.658,257.043,240.342,236.617,217.354,226.071,234.899,232.031,2.596,2.542,2.640,2.759,2.746,2.910,2.468,2.458,2.676,2.552,2.595,2.721
17025,2538.416,137.836,54.300,515.000,22.694,480.000,23.452,35.000,5.916,0.999,0.000,0.979,0.000,1.004,-nan,0.940,0.001,616.500,197.151,136.464,19.940,0.136,0.219,0.214,0.215,0.136,25297.000,23768.000,-1.0,2049.0,257.0,1.0,-0.453,0.425,0.805,0.022,0.994,0.054,1.032,0.035,331.582,335.357,349.635,330.189,302.363,292.394,276.568,279.071,261.750,277.421,283.599,295.429,2.224,2.297,2.112,1.981,2.002,1.681,1.537,1.537,1.438,1.546,1.498,1.534,246.236,250.998,248.908,237.314,268.396,258.164,242.464,238.337,219.980,231.795,234.270,233.627,2.744,2.814,2.926,2.619,3.242,2.912,2.551,2.590,2.744,2.743,2.510,2.798
17032,3121.166,180.248,57.750,705.000,26.552,652.000,27.532,53.000,7.280,0.999,0.000,0.979,0.000,1.004,-nan,0.938,0.001,655.460,210.124,145.347,21.214,0.145,0.234,0.229,0.229,0.145,31106.000,29182.000,-1.0,2049.0,257.0,1.0,-0.449,0.431,0.806,0.022,0.995,0.055,1.032,0.035,334.636,338.361,350.185,332.505,301.732,294.292,273.028,278.295,260.495,273.894,282.276,293.907,2.251,2.309,2.102,1.998,1.980,1.685,1.501,1.538,1.411,1.454,1.474,1.516,237.512,247.634,241.794,233.597,256.779,255.916,234.379,236.938,223.644,227.431,235.273,235.926,2.493,2.717,2.723,2.821,2.843,2.813,2.414,2.469,2.797,2.564,2.517,2.524
17035,541.075,32.684,60.405,121.000,11.000,108.000,11.576,13.000,3.606,0.999,0.000,0.979,0.001,1.004,-nan,0.939,0.003,684.980,220.400,152.233,21.575,0.149,0.242,0.237,0.235,0.150,5392.000,5062.000,-1.0,2049.0,257.0,1.0,-0.421,0.438,0.805,0.022,0.995,0.054,1.033,0.035,330.928,338.190,352.821,333.381,298.940,293.558,268.106,275.351,258.769,269.374,278.081,287.699,2.193,2.298,2.146,2.025,1.928,1.654,1.426,1.507,1.383,1.516,1.436,1.544,239.685,244.359,243.372,230.525,259.367,257.503,237.304,237.811,218.533,225.807,232.586,232.988,2.691,2.602,2.740,2.674,2.915,2.871,2.418,2.474,2.648,2.552,2.539,2.770
