#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca40        kin_type:  SRC            
# target_amu: 39.962591                 
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err
17008,1583.784,19.305,12.189,91.000,9.539,91.000,9.539,0.000,0.000,0.999,0.000,0.995,0.000,1.055,-nan,0.949,0.002,139.457,37.706,28.490,4.486,0.010,0.127,0.126,0.146,0.010,15793.000,14982.000,-1.0,257.0,33.0,1.0,-0.423,0.370,0.805,0.022,0.993,0.052,1.009,0.034,327.572,338.012,346.149,332.236,300.086,291.639,275.658,280.304,262.001,272.557,288.632,299.891,2.554,2.718,2.644,2.644,2.277,1.983,1.803,1.876,1.695,1.713,1.748,1.886,220.604,222.882,221.617,216.310,256.528,243.008,219.855,222.350,208.275,216.797,218.086,219.257,2.292,2.368,2.383,2.475,2.926,2.548,2.141,2.199,2.634,2.476,2.526,2.567
17028,1280.226,67.202,52.493,228.000,15.100,215.000,15.524,13.000,3.606,0.999,0.000,0.980,0.001,1.005,-nan,0.937,0.002,596.405,190.303,131.930,18.991,0.127,0.208,0.203,0.203,0.128,12757.000,11956.000,-1.0,2049.0,257.0,1.0,-0.432,0.427,0.805,0.022,0.994,0.053,1.030,0.035,327.456,338.549,345.798,328.080,299.201,291.123,273.788,282.350,261.106,272.598,282.412,294.917,2.186,2.352,2.098,2.019,1.982,1.664,1.525,1.616,1.453,1.480,1.535,1.555,245.281,249.626,241.854,235.024,255.855,260.159,234.461,237.512,223.519,228.273,233.493,238.194,2.609,2.742,2.874,2.942,2.837,2.897,2.496,2.482,2.965,2.659,2.591,2.977
17034,2704.248,142.983,52.873,583.000,24.145,557.000,24.678,26.000,5.099,0.999,0.000,0.979,0.000,1.005,-nan,0.941,0.001,599.986,191.026,132.675,19.426,0.128,0.209,0.205,0.206,0.129,26951.000,25372.000,-1.0,2049.0,257.0,1.0,-0.445,0.436,0.805,0.022,0.995,0.054,1.032,0.035,333.033,337.830,345.364,332.265,300.299,294.068,267.359,275.283,259.427,267.315,279.621,293.191,2.232,2.332,2.080,2.216,1.962,1.708,1.439,1.496,1.402,1.518,1.462,1.512,243.729,244.975,241.506,224.072,259.876,250.962,235.653,237.369,211.393,226.207,223.876,227.415,2.603,2.661,2.688,2.506,2.918,2.671,2.383,2.502,2.496,2.559,2.526,2.583
17016,2024.776,98.580,48.687,382.000,19.545,355.000,20.224,27.000,5.196,0.999,0.000,0.980,0.000,1.005,-nan,0.940,0.002,554.228,174.043,121.608,17.908,0.112,0.185,0.182,0.183,0.113,20179.000,18976.000,-1.0,2049.0,257.0,1.0,-0.439,0.417,0.806,0.022,0.994,0.053,1.028,0.035,325.023,337.238,351.893,332.458,300.625,291.436,281.649,286.953,267.979,276.696,292.013,309.178,2.230,2.448,2.223,2.086,2.036,1.719,1.529,1.581,1.436,1.538,1.578,1.655,238.570,245.760,241.417,234.581,259.047,256.523,236.278,239.701,219.467,234.098,236.647,237.267,2.410,2.586,2.713,2.804,2.761,2.737,2.418,2.506,2.607,2.721,2.539,2.523
17017,2109.819,107.967,51.174,416.000,20.396,386.000,21.119,30.000,5.477,0.999,0.000,0.980,0.000,1.005,-nan,0.940,0.002,582.209,183.607,127.953,18.813,0.120,0.197,0.193,0.194,0.120,21026.000,19774.000,-1.0,2049.0,257.0,1.0,-0.464,0.426,0.805,0.022,0.994,0.054,1.030,0.035,336.203,334.293,354.508,330.230,303.041,292.759,279.397,289.286,267.010,278.545,292.127,309.452,2.090,2.276,2.017,2.003,1.805,1.717,1.466,1.572,1.385,1.515,1.505,1.628,250.033,253.057,243.639,230.223,262.492,257.067,239.720,241.101,225.776,229.640,236.893,236.840,2.714,2.758,2.768,2.657,2.832,2.672,2.494,2.330,2.510,2.605,2.542,2.516
17029,1115.387,58.799,52.716,236.000,15.362,216.000,16.000,20.000,4.472,0.999,0.000,0.979,0.001,1.005,-nan,0.938,0.002,598.615,191.052,132.410,19.367,0.131,0.212,0.207,0.208,0.131,11116.000,10426.000,-1.0,2049.0,257.0,1.0,-0.424,0.430,0.805,0.022,0.995,0.054,1.031,0.036,332.026,339.383,348.235,332.006,298.584,292.013,271.586,280.996,256.233,273.272,281.217,296.533,2.226,2.381,2.087,2.026,1.931,1.662,1.485,1.581,1.384,1.429,1.500,1.542,241.681,247.584,239.164,235.002,260.604,260.118,239.141,232.815,225.134,227.095,227.838,233.343,2.510,2.654,2.678,2.883,2.850,2.950,2.498,2.382,2.546,2.623,2.666,2.706
17012,1411.770,73.030,51.730,314.000,17.720,290.000,18.385,24.000,4.899,0.999,0.000,0.978,0.001,1.005,-nan,0.941,0.002,589.495,187.180,129.866,19.020,0.127,0.207,0.202,0.203,0.128,14069.000,13242.000,-1.0,2049.0,257.0,1.0,-0.438,0.423,0.806,0.022,0.995,0.055,1.029,0.035,331.181,332.005,345.595,333.068,299.135,288.826,274.320,281.768,264.910,276.341,284.386,297.074,2.257,2.246,2.079,2.069,1.961,1.637,1.506,1.496,1.513,1.505,1.561,1.595,242.947,251.620,243.002,237.523,260.740,261.556,241.386,236.750,218.447,231.608,231.442,234.216,2.489,2.744,2.695,3.030,2.820,2.916,2.512,2.434,2.683,2.700,2.505,2.617
17033,1630.942,82.018,50.289,355.000,18.841,332.000,19.442,23.000,4.796,0.999,0.000,0.980,0.001,1.005,-nan,0.940,0.002,570.927,180.956,125.964,18.405,0.119,0.195,0.191,0.192,0.120,16253.000,15282.000,-1.0,2049.0,257.0,1.0,-0.428,0.413,0.806,0.022,0.994,0.053,1.030,0.035,335.825,343.691,349.576,332.213,303.294,288.295,272.864,275.109,257.436,272.121,278.246,292.041,2.323,2.427,2.155,2.251,2.027,1.806,1.495,1.526,1.398,1.448,1.479,1.533,238.225,239.476,234.907,230.942,259.005,255.711,239.303,240.400,211.071,221.538,225.052,229.074,2.613,2.506,2.499,2.644,2.842,2.725,2.502,2.528,2.430,2.417,2.489,2.577
17030,2108.833,104.500,49.554,410.000,20.248,380.000,20.976,30.000,5.477,0.999,0.000,0.979,0.000,1.005,-nan,0.940,0.002,563.997,178.608,124.214,18.233,0.119,0.194,0.190,0.191,0.119,21014.000,19755.000,-1.0,2049.0,257.0,1.0,-0.455,0.426,0.806,0.022,0.995,0.054,1.033,0.036,333.866,338.336,347.499,332.214,302.312,290.363,270.634,277.741,257.430,274.201,281.200,295.187,2.305,2.318,2.090,2.067,2.030,1.645,1.500,1.553,1.409,1.475,1.514,1.545,247.102,245.110,239.882,232.439,260.297,258.652,237.579,235.882,218.942,229.316,233.506,235.783,2.739,2.633,2.660,2.758,2.854,2.903,2.398,2.445,2.675,2.698,2.596,2.763
17021,1761.568,88.587,50.289,371.000,19.261,350.000,19.799,21.000,4.583,0.999,0.000,0.980,0.001,1.005,-nan,0.942,0.002,573.058,180.454,125.777,18.511,0.117,0.194,0.189,0.191,0.118,17556.000,16538.000,-1.0,2049.0,257.0,1.0,-0.457,0.431,0.806,0.022,0.995,0.054,1.030,0.035,332.026,334.969,348.506,330.865,304.318,293.753,277.100,285.538,265.797,276.181,293.507,298.541,2.065,2.348,2.157,2.050,1.849,1.729,1.583,1.572,1.416,1.522,1.574,1.605,250.935,248.396,242.944,229.343,258.226,258.101,245.732,241.859,221.678,232.580,234.957,240.991,2.745,2.686,2.712,2.622,2.833,2.829,2.603,2.364,2.755,2.783,2.557,2.680
17018,2728.449,144.867,53.095,576.000,24.000,524.000,25.060,52.000,7.211,0.999,0.000,0.979,0.000,1.005,-nan,0.939,0.001,603.747,190.990,132.908,19.517,0.126,0.207,0.202,0.204,0.127,27191.000,25529.000,-1.0,2049.0,257.0,1.0,-0.432,0.418,0.806,0.022,0.994,0.054,1.030,0.035,328.950,337.897,353.032,335.843,302.248,295.360,284.122,290.361,270.010,279.105,296.547,310.665,1.996,2.320,2.004,2.141,1.787,1.734,1.501,1.577,1.415,1.533,1.588,1.626,245.848,250.658,242.906,233.577,255.721,256.753,243.078,244.838,229.678,236.232,234.393,243.926,2.645,2.687,2.827,2.773,2.698,2.746,2.570,2.503,2.603,2.767,2.591,2.705
17015,2328.050,116.467,50.028,462.000,21.494,428.000,22.271,34.000,5.831,0.999,0.000,0.980,0.000,1.005,-nan,0.941,0.002,569.328,179.209,124.961,18.394,0.117,0.192,0.188,0.190,0.117,23203.000,21836.000,-1.0,2049.0,257.0,1.0,-0.427,0.426,0.806,0.022,0.995,0.054,1.029,0.035,331.439,335.062,350.161,333.897,304.782,296.791,277.233,281.974,266.774,276.033,293.544,300.682,2.006,2.292,2.124,2.057,2.033,1.738,1.537,1.598,1.396,1.474,1.548,1.624,244.184,241.509,241.552,235.279,259.157,257.706,236.611,235.254,222.855,232.128,235.209,241.670,2.661,2.481,2.659,2.842,2.781,2.775,2.406,2.341,2.763,2.677,2.538,2.716
17022,2077.295,108.483,52.223,418.000,20.445,389.000,21.142,29.000,5.385,0.999,0.000,0.980,0.000,1.005,-nan,0.943,0.002,594.449,187.693,130.726,19.211,0.124,0.203,0.199,0.200,0.124,20701.000,19512.000,-1.0,2049.0,257.0,1.0,-0.464,0.426,0.805,0.022,0.994,0.054,1.031,0.035,334.003,337.117,348.598,327.091,301.760,294.832,278.788,286.032,263.438,276.374,284.755,296.098,2.024,2.292,2.105,1.914,1.954,1.702,1.441,1.528,1.451,1.480,1.526,1.562,245.165,249.827,246.113,234.857,263.756,262.485,239.405,237.429,219.039,229.570,236.448,233.241,2.595,2.653,2.714,2.786,2.939,3.016,2.453,2.426,2.710,2.628,2.578,2.721
17014,2244.452,114.664,51.088,468.000,21.633,445.000,22.159,23.000,4.796,0.999,0.000,0.980,0.000,1.005,-nan,0.940,0.002,581.490,183.096,127.638,18.782,0.120,0.197,0.193,0.194,0.120,22370.000,21035.000,-1.0,2049.0,257.0,1.0,-0.455,0.427,0.806,0.022,0.995,0.054,1.029,0.035,332.664,334.954,352.746,333.485,300.820,292.588,276.238,287.575,266.646,277.432,292.782,297.315,2.092,2.277,2.149,2.057,1.981,1.677,1.530,1.531,1.383,1.507,1.516,1.577,243.739,247.678,243.322,233.933,256.318,255.718,243.103,237.698,228.428,237.125,237.636,237.913,2.499,2.620,2.680,2.762,2.819,2.713,2.488,2.464,2.578,2.799,2.482,2.575
17013,2068.117,109.372,52.885,431.000,20.761,401.000,21.471,30.000,5.477,0.999,0.000,0.978,0.000,1.005,-nan,0.941,0.002,602.281,190.883,132.530,19.446,0.128,0.209,0.204,0.205,0.129,20611.000,19397.000,-1.0,2049.0,257.0,1.0,-0.453,0.424,0.806,0.022,0.995,0.054,1.030,0.035,331.173,334.864,348.637,332.577,303.049,294.153,277.951,285.245,265.279,277.645,288.556,300.798,2.052,2.297,2.134,2.028,2.025,1.686,1.556,1.531,1.510,1.510,1.483,1.639,249.031,251.146,244.478,236.312,264.289,264.972,242.120,239.157,223.713,227.797,233.436,240.007,2.771,2.768,2.829,2.826,2.995,3.080,2.532,2.435,2.480,2.733,2.509,2.772
17031,2456.616,129.009,52.515,506.000,22.494,475.000,23.173,31.000,5.568,0.999,0.000,0.979,0.000,1.004,-nan,0.943,0.001,596.614,190.309,131.966,19.299,0.130,0.210,0.206,0.206,0.130,24482.000,23084.000,-1.0,2049.0,257.0,1.0,-0.435,0.420,0.805,0.022,0.995,0.054,1.032,0.035,332.909,338.870,344.741,330.358,298.782,291.031,273.907,278.174,259.211,274.650,280.276,297.502,2.244,2.285,2.015,2.197,1.912,1.627,1.496,1.540,1.414,1.460,1.454,1.569,243.293,246.632,240.092,232.814,253.946,256.288,236.133,237.392,214.631,228.894,232.270,230.019,2.588,2.830,2.727,2.550,2.820,2.849,2.497,2.566,2.567,2.807,2.445,2.710
