#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err
17046,542.844,23.467,43.229,97.000,9.849,80.000,10.677,17.000,4.123,1.000,0.000,0.978,0.001,1.004,-nan,0.935,0.003,609.671,204.881,142.551,22.313,0.151,0.239,0.234,0.239,0.151,5411.000,5061.000,-1.0,2049.0,257.0,1.0,-0.452,0.440,0.805,0.022,0.994,0.054,1.032,0.035,335.181,347.857,346.467,329.290,300.002,291.530,261.169,268.865,256.397,265.124,271.202,281.805,2.269,2.476,2.271,2.214,1.947,1.840,1.480,1.443,1.372,1.473,1.392,1.483,233.372,233.588,230.184,223.985,253.903,256.236,226.314,227.687,214.818,219.694,226.614,226.425,2.587,2.617,2.729,2.629,3.060,3.151,2.466,2.499,2.635,2.791,2.750,2.643
17043,1137.186,40.234,35.381,195.000,13.964,182.000,14.422,13.000,3.606,0.999,0.000,0.983,0.001,1.006,-nan,0.941,0.002,499.876,161.260,114.556,18.267,0.099,0.167,0.164,0.171,0.099,11333.000,10666.000,-1.0,2049.0,257.0,1.0,-0.418,0.420,0.806,0.022,0.994,0.054,1.027,0.035,339.164,340.595,346.965,333.114,303.930,292.713,267.293,274.131,258.053,270.596,280.218,286.446,2.380,2.395,2.079,2.284,2.106,1.870,1.435,1.510,1.411,1.565,1.502,1.570,231.173,229.535,226.777,216.796,251.015,251.803,234.508,228.407,212.027,217.747,220.785,229.111,2.313,2.319,2.484,2.468,2.674,2.748,2.468,2.311,2.308,2.488,2.268,2.461
17050,1330.214,74.157,55.748,347.000,18.628,298.000,19.900,49.000,7.000,0.999,0.000,0.970,0.001,1.003,-nan,0.937,0.002,784.450,274.773,187.137,28.764,0.236,0.358,0.349,0.351,0.237,13256.000,12424.000,-1.0,2049.0,257.0,1.0,-0.450,0.461,0.805,0.022,0.995,0.055,1.036,0.036,335.243,343.142,344.531,329.818,305.490,289.761,266.450,271.540,255.541,267.991,267.001,281.907,2.229,2.343,2.187,2.169,1.988,1.775,1.394,1.457,1.330,1.480,1.384,1.453,228.959,243.290,244.170,229.838,255.265,257.088,229.662,228.428,220.948,225.066,230.996,231.754,2.682,2.714,3.123,2.913,2.977,3.158,2.774,2.435,2.996,2.710,2.972,3.008
17041,1949.740,103.463,53.065,421.000,20.518,376.000,21.587,45.000,6.708,0.999,0.000,0.970,0.000,1.003,-nan,0.936,0.002,747.992,263.082,178.602,27.387,0.231,0.348,0.339,0.340,0.232,19431.000,18185.000,-1.0,2049.0,257.0,1.0,-0.453,0.471,0.805,0.022,0.996,0.055,1.037,0.036,335.691,342.494,346.635,332.497,301.342,295.808,266.107,274.265,257.940,269.298,279.008,286.349,2.259,2.364,2.070,2.000,1.985,1.687,1.399,1.487,1.386,1.526,1.432,1.539,246.195,247.615,242.523,230.295,262.166,265.746,240.165,234.661,219.865,229.585,234.382,230.652,2.873,2.874,2.963,2.990,3.259,3.324,2.740,2.575,3.032,2.945,2.820,2.703
17047,2482.752,125.148,50.407,576.000,24.000,514.000,25.259,62.000,7.874,1.000,0.000,0.973,0.000,1.003,-nan,0.936,0.002,714.281,246.928,169.024,26.161,0.205,0.313,0.306,0.309,0.205,24741.000,23150.000,-1.0,2049.0,257.0,1.0,-0.445,0.461,0.805,0.022,0.995,0.055,1.036,0.036,337.258,347.366,348.424,329.479,304.535,292.533,257.535,262.778,256.067,266.060,264.460,277.990,2.290,2.458,2.279,2.154,1.981,1.839,1.416,1.460,1.354,1.461,1.391,1.430,239.378,237.832,237.372,228.959,261.176,252.243,230.338,232.350,214.248,218.199,225.091,229.893,2.829,2.589,2.709,2.875,3.328,2.808,2.558,2.525,2.623,2.865,2.821,2.820
17049,1448.834,78.985,54.516,340.000,18.439,308.000,19.287,32.000,5.657,0.999,0.000,0.972,0.001,1.003,-nan,0.936,0.002,768.167,268.363,182.965,27.906,0.228,0.346,0.338,0.339,0.228,14438.000,13507.000,-1.0,2049.0,257.0,1.0,-0.439,0.471,0.805,0.022,0.995,0.055,1.037,0.036,332.719,346.153,346.465,332.035,301.594,291.160,264.788,269.594,255.025,266.466,265.545,279.563,2.183,2.379,2.213,2.178,1.945,1.797,1.370,1.409,1.333,1.454,1.388,1.425,242.240,241.684,239.119,227.120,251.155,263.162,236.097,233.956,218.954,223.256,229.558,234.215,2.756,2.740,2.907,2.916,2.942,3.289,2.640,2.654,2.996,3.109,3.015,3.091
17040,2245.717,115.060,51.235,451.000,21.237,404.000,22.316,47.000,6.856,0.999,0.000,0.970,0.000,1.003,-nan,0.939,0.002,723.490,252.972,172.212,26.466,0.218,0.329,0.321,0.323,0.218,22380.000,21026.000,-1.0,2049.0,257.0,1.0,-0.459,0.463,0.805,0.022,0.996,0.056,1.036,0.036,332.369,339.131,342.937,330.927,302.645,290.814,265.738,271.955,255.075,267.376,279.115,290.434,2.223,2.315,2.210,2.214,1.967,1.813,1.393,1.461,1.361,1.499,1.475,1.471,244.286,245.061,238.077,227.998,258.885,259.914,238.490,244.306,222.960,233.266,235.454,238.888,2.928,2.831,2.929,2.944,3.052,3.148,2.734,2.885,2.699,3.055,2.837,2.848
17039,2465.863,132.399,53.693,595.000,24.393,522.000,25.846,73.000,8.544,0.999,0.000,0.970,0.000,1.003,-nan,0.938,0.002,761.595,267.357,181.480,27.851,0.234,0.352,0.344,0.345,0.235,24573.000,23051.000,-1.0,2049.0,257.0,1.0,-0.441,0.473,0.805,0.022,0.996,0.056,1.037,0.036,339.705,343.945,345.027,330.094,301.981,293.726,268.002,275.695,258.060,273.834,279.597,287.120,2.356,2.379,2.039,1.957,1.940,1.661,1.381,1.495,1.368,1.461,1.469,1.537,248.506,248.299,241.644,228.724,258.916,255.506,241.073,237.424,218.474,227.930,233.300,234.545,3.044,3.036,3.001,3.006,3.167,3.041,2.730,2.759,2.954,2.838,2.778,2.761
17048,2765.419,140.722,50.886,593.000,24.352,523.000,25.749,70.000,8.367,1.000,0.000,0.973,0.000,1.003,-nan,0.939,0.001,718.685,247.415,169.912,26.330,0.200,0.309,0.302,0.305,0.201,27559.000,25866.000,-1.0,2049.0,257.0,1.0,-0.454,0.449,0.805,0.022,0.995,0.055,1.035,0.035,337.743,346.793,345.735,336.237,307.440,292.529,260.412,265.990,254.456,266.353,264.668,279.512,2.295,2.434,2.204,2.277,2.031,1.838,1.434,1.394,1.330,1.470,1.399,1.439,232.956,236.850,233.990,228.100,257.027,248.073,229.484,228.996,214.081,217.087,223.606,226.547,2.720,2.686,2.749,2.753,3.349,3.097,2.560,2.460,2.676,2.798,2.714,2.681
17045,2756.540,126.950,46.054,570.000,23.875,536.000,24.576,34.000,5.831,1.000,0.000,0.977,0.000,1.004,-nan,0.938,0.001,649.362,219.269,152.118,23.763,0.165,0.260,0.254,0.259,0.165,27470.000,25770.000,-1.0,2049.0,257.0,1.0,-0.451,0.438,0.806,0.022,0.995,0.054,1.033,0.035,334.331,343.981,348.520,330.182,302.017,290.034,262.285,268.628,257.624,268.189,273.515,289.257,2.217,2.457,2.085,2.218,1.973,1.791,1.456,1.404,1.369,1.513,1.375,1.548,236.781,241.177,236.294,226.874,254.325,249.833,237.898,233.887,213.684,220.761,232.832,231.381,2.472,2.638,2.636,2.694,3.111,2.977,2.526,2.473,2.633,2.811,2.603,2.722
