#-------------------------------------
#        Data Analysis Summary        
#-------------------------------------
#                                     
#                                     
# target_name: Ca48        kin_type:  SRC            
# target_amu: 47.952523                 
# beam_energy [GeV]: 10.5494          
#
# hms_h_particle_mass [GeV]: 0.938272          
# hms_h_momentum [GeV/c]: 1.3250             
# hms_h_angle [deg]: -66.4000                  
#
# shms_e_particle_mass [GeV]: 0.000511          
# shms_e_momentum [GeV/c]: 8.5500             
# shms_e_angle [deg]: 8.3000                  
#
# BCM1_Current_Threshold [uA]: >5.00 
# Units: time [sec] | charge [mC] | currnet [uA] | rates [kHz] |  efficiencies [fractional form]                       
#                       
run,beam_time,charge,avg_current,total_Yield,total_Yield_err,real_Yield,real_Yield_err,random_Yield,random_Yield_err,hTrkEff,hTrkEff_err,pTrkEff,pTrkEff_err,cpuLT,cpuLT_err_Bi,tLT,tLT_err_Bi,S1X_rate,T1_scl_rate,T2_scl_rate,T3_scl_rate,T5_scl_rate,T1_accp_rate,T2_accp_rate,T3_accp_rate,T5_accp_rate,edtm_scl,edtm_accp,PS1,PS2,PS3,PS5,ctime_offset,ctime_sigma,hbeta_mean,hbeta_sigma,pbeta_mean,pbeta_sigma,pcal_mean,pcal_sigma,hdc1u1_res,hdc1u2_res,hdc1x1_res,hdc1x2_res,hdc1v2_res,hdc1v1_res,hdc2v1_res,hdc2v2_res,hdc2x2_res,hdc2x1_res,hdc2u2_res,hdc2u1_res,hdc1u1_res_err,hdc1u2_res_err,hdc1x1_res_err,hdc1x2_res_err,hdc1v2_res_err,hdc1v1_res_err,hdc2v1_res_err,hdc2v2_res_err,hdc2x2_res_err,hdc2x1_res_err,hdc2u2_res_err,hdc2u1_res_err,pdc1u1_res,pdc1u2_res,pdc1x1_res,pdc1x2_res,pdc1v1_res,pdc1v2_res,pdc2v2_res,pdc2v1_res,pdc2x2_res,pdc2x1_res,pdc2u2_res,pdc2u1_res,pdc1u1_res_err,pdc1u2_res_err,pdc1x1_res_err,pdc1x2_res_err,pdc1v1_res_err,pdc1v2_res_err,pdc2v2_res_err,pdc2v1_res_err,pdc2x2_res_err,pdc2x1_res_err,pdc2u2_res_err,pdc2u1_res_err
17044,3413.047,137.416,40.262,627.000,25.040,581.000,25.942,46.000,6.782,0.999,0.000,0.981,0.000,1.005,-nan,0.940,0.001,568.119,186.728,131.356,20.772,0.125,0.205,0.200,0.207,0.125,34013.000,31967.000,-1.0,2049.0,257.0,1.0,-0.417,0.422,0.806,0.022,0.995,0.054,1.028,0.035,334.314,340.209,346.528,331.817,300.035,291.193,265.695,271.145,257.214,267.344,273.997,287.347,2.308,2.368,2.078,2.238,1.962,1.640,1.408,1.486,1.382,1.500,1.429,1.575,230.965,238.064,233.939,220.267,249.388,250.407,233.728,227.040,213.149,220.875,225.340,230.102,2.426,2.496,2.402,2.355,2.833,2.752,2.497,2.336,2.442,2.692,2.439,2.605
17037,2233.159,117.285,52.520,503.000,22.428,443.000,23.728,60.000,7.746,0.999,0.000,0.971,0.000,1.003,-nan,0.935,0.002,748.748,262.266,178.061,27.337,0.228,0.345,0.336,0.337,0.229,22258.000,20809.000,-1.0,2049.0,257.0,1.0,-0.439,0.459,0.805,0.022,0.996,0.055,1.035,0.036,330.729,337.542,346.595,327.984,302.646,290.085,270.150,277.316,258.860,270.167,275.035,290.661,2.234,2.306,2.052,2.165,1.985,1.626,1.463,1.515,1.413,1.546,1.445,1.622,243.704,247.020,240.867,234.807,258.301,259.038,236.048,247.999,215.518,229.779,230.294,234.733,2.798,2.946,2.989,3.073,3.078,3.126,2.731,3.083,2.840,2.869,2.671,2.735
17053,3435.765,187.167,54.476,836.000,28.914,748.000,30.397,88.000,9.381,0.999,0.000,0.972,0.000,1.003,-nan,0.938,0.001,763.088,267.361,182.239,28.008,0.229,0.348,0.339,0.341,0.230,34240.000,32132.000,-1.0,2049.0,257.0,1.0,-0.444,0.472,0.805,0.022,0.995,0.055,1.036,0.036,333.997,337.613,352.192,333.264,310.021,296.838,267.430,274.434,259.848,270.612,279.046,296.471,2.267,2.293,2.136,2.018,2.088,1.705,1.408,1.472,1.419,1.528,1.438,1.530,251.229,250.776,245.300,239.275,262.589,263.273,239.285,244.014,221.019,231.836,234.268,238.278,2.822,2.735,2.983,2.890,3.173,3.294,2.710,2.840,2.960,2.962,2.745,2.790
17036,2240.046,117.765,52.573,511.000,22.605,457.000,23.770,54.000,7.348,0.999,0.000,0.970,0.000,1.003,-nan,0.936,0.002,754.066,264.186,179.211,27.485,0.231,0.348,0.339,0.341,0.232,22321.000,20894.000,-1.0,2049.0,257.0,1.0,-0.441,0.469,0.805,0.022,0.996,0.055,1.039,0.036,333.485,341.143,347.122,330.150,303.574,292.544,268.538,274.324,257.106,271.826,279.079,289.009,2.246,2.384,2.041,1.981,1.977,1.657,1.407,1.468,1.356,1.537,1.440,1.542,248.387,261.127,247.562,242.327,261.520,262.726,250.624,235.077,220.181,231.611,235.908,232.133,2.990,3.101,3.289,3.176,3.082,3.213,3.018,2.733,3.092,3.029,2.948,2.846
17055,3374.152,184.968,54.819,816.000,28.566,738.000,29.900,78.000,8.832,0.999,0.000,0.971,0.000,1.003,-nan,0.933,0.001,767.076,269.184,183.411,28.170,0.232,0.351,0.343,0.344,0.233,33626.000,31358.000,-1.0,2049.0,257.0,1.0,-0.441,0.459,0.805,0.022,0.996,0.056,1.035,0.036,332.241,338.118,353.811,331.793,304.775,295.983,271.622,278.709,257.838,274.539,283.489,298.837,2.049,2.333,2.173,1.999,2.034,1.707,1.475,1.545,1.391,1.451,1.526,1.576,261.487,260.674,250.379,240.932,269.514,262.052,244.750,250.136,223.130,233.200,244.450,246.743,2.913,2.961,3.208,3.121,3.080,2.923,2.728,2.745,2.686,2.971,2.841,2.988
17052,2547.691,138.030,54.178,590.000,24.290,529.000,25.515,61.000,7.810,0.999,0.000,0.971,0.000,1.003,-nan,0.940,0.001,760.001,266.189,181.401,27.888,0.229,0.346,0.338,0.339,0.229,25391.000,23880.000,-1.0,2049.0,257.0,1.0,-0.456,0.457,0.805,0.022,0.996,0.055,1.035,0.036,335.631,343.939,350.958,332.445,303.938,290.934,261.139,270.859,256.515,267.806,273.281,285.298,2.074,2.429,2.130,2.015,2.040,1.662,1.470,1.455,1.370,1.524,1.496,1.530,246.733,244.730,242.394,232.264,262.304,258.757,232.495,231.700,223.854,222.887,230.539,234.304,2.942,2.876,2.933,2.959,3.345,3.057,2.564,2.660,3.074,2.713,2.610,3.097
17038,2372.434,122.684,51.712,537.000,23.173,489.000,24.187,48.000,6.928,0.999,0.000,0.971,0.000,1.003,-nan,0.935,0.002,735.113,257.374,174.857,26.855,0.223,0.337,0.329,0.330,0.224,23645.000,22111.000,-1.0,2049.0,257.0,1.0,-0.441,0.457,0.805,0.022,0.996,0.055,1.037,0.036,336.175,341.219,350.995,330.867,302.177,292.282,265.350,273.482,256.573,267.833,276.279,288.133,2.250,2.324,2.115,2.168,1.940,1.645,1.360,1.479,1.354,1.482,1.408,1.528,246.545,254.183,243.964,238.464,263.950,256.518,238.246,239.264,220.382,229.098,235.596,234.682,3.006,2.925,2.899,2.934,3.140,3.114,2.775,2.798,3.068,3.017,2.773,2.849
17057,3175.923,174.487,54.941,786.000,28.036,697.000,29.580,89.000,9.434,0.999,0.000,0.972,0.000,1.003,-nan,0.934,0.001,767.702,269.470,183.614,28.203,0.232,0.352,0.343,0.345,0.233,31649.000,29547.000,-1.0,2049.0,257.0,1.0,-0.444,0.451,0.805,0.022,0.995,0.055,1.035,0.036,333.379,339.397,350.805,336.103,305.203,296.734,273.467,287.333,266.803,276.605,293.316,306.352,2.052,2.363,1.968,2.097,1.829,1.734,1.509,1.548,1.393,1.493,1.523,1.566,260.612,262.540,252.303,241.453,260.716,261.114,249.123,246.919,231.169,245.721,248.534,237.840,2.937,2.936,2.924,2.812,3.072,2.813,2.645,2.692,2.903,3.299,2.777,2.822
17056,3420.909,192.365,56.232,866.000,29.428,773.000,30.968,93.000,9.644,0.999,0.000,0.971,0.000,1.003,-nan,0.937,0.001,786.109,276.514,188.231,28.871,0.240,0.362,0.353,0.355,0.240,34092.000,31928.000,-1.0,2049.0,257.0,1.0,-0.442,0.478,0.805,0.022,0.996,0.056,1.036,0.036,333.268,339.578,351.686,332.897,306.793,295.081,273.484,281.948,261.941,275.309,290.411,297.896,2.037,2.367,2.144,2.039,1.845,1.715,1.482,1.579,1.443,1.458,1.503,1.575,258.327,263.429,246.828,243.593,265.476,269.867,246.745,247.226,228.372,238.310,245.989,242.974,2.903,3.056,3.054,3.006,2.984,3.102,2.818,2.720,2.817,3.187,2.850,2.978
17054,2864.860,158.156,55.205,686.000,26.192,628.000,27.276,58.000,7.616,0.999,0.000,0.971,0.000,1.003,-nan,0.939,0.001,772.855,271.260,184.786,28.367,0.234,0.354,0.346,0.347,0.235,28551.000,26813.000,-1.0,2049.0,257.0,1.0,-0.466,0.461,0.805,0.022,0.996,0.055,1.037,0.036,331.286,338.069,352.085,333.544,301.605,294.031,273.103,276.271,261.063,274.126,281.637,297.892,2.201,2.294,2.106,1.976,1.942,1.684,1.463,1.495,1.397,1.450,1.455,1.532,256.268,253.527,243.280,238.145,263.682,265.908,244.906,247.697,225.562,233.205,241.847,236.731,2.840,2.872,3.076,3.132,3.212,3.277,2.819,2.946,2.682,2.936,2.737,2.929
