# CaFe C12 SRC Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_min_real,syst_dPm_min_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dXbj_real,syst_dXbj_real_err,syst_dthrq_real,syst_dthrq_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
0,2291.105,48.320,3286.355,57.922,4208.408,65.439,4435.184,67.231,4126.763,64.829,3076.276,56.009,4477.171,67.533,4309.816,66.266
1,4707.171,69.215,4198.803,65.413,4047.039,64.167,4372.500,66.750,4377.526,66.807,5012.908,71.438,4249.803,65.801,4310.145,66.265
2,3104.500,56.163,4120.105,64.785,4200.066,65.369,4063.750,64.331,3741.974,61.691,4040.118,64.175,4233.803,65.680,4310.145,66.265
3,3925.118,63.272,4529.829,67.915,4204.066,65.399,4295.145,66.151,4602.000,68.569,3632.711,60.857,4329.816,66.416,4310.145,66.265
4,2976.105,54.953,4148.776,65.009,3909.000,63.051,4213.461,65.518,3542.921,60.012,4538.158,67.973,4000.118,63.862,4310.145,66.265
5,4597.960,68.511,4709.500,69.228,4103.711,64.611,4427.184,67.171,4934.487,71.060,3947.092,63.425,4173.132,65.213,4310.145,66.265
6,3876.934,62.744,4866.513,70.363,3852.987,62.595,4392.171,66.900,3960.382,63.495,3861.421,62.742,4440.171,67.258,4309.816,66.266
7,4649.118,68.756,4408.487,67.009,4170.395,65.138,4267.474,65.939,4263.132,65.899,4909.895,70.704,4209.803,65.497,4309.816,66.266
8,3254.855,57.505,3957.079,63.493,3991.697,63.728,4303.145,66.212,3889.697,62.922,4531.158,67.922,4083.789,64.517,4310.145,66.265
9,3411.974,58.956,4175.790,65.226,4259.803,65.877,4019.079,63.980,3981.724,63.670,3922.092,63.228,4455.171,67.370,4310.145,66.265
10,4230.053,65.588,4452.487,67.337,4430.526,67.203,4364.829,66.689,3574.276,60.291,5037.579,71.614,4206.803,65.474,4309.816,66.266
11,4188.039,65.257,4452.487,67.337,4292.474,66.128,3782.000,62.036,4300.145,66.189,4571.500,68.224,4455.171,67.370,4310.145,66.265
