# CaFe Be9 MF Systematics Cuts Summary
# entry -> id for a particular combination of random gaussian-generated data analysis cuts  
# syst_total_real -> randoms-subtracted, integrated yield (varied all cuts simultaneously)
# syst_dVAR_real,err -> randoms-subtracted integrated yield (kept all cuts at central value, and varied only VAR)
entry,syst_total_real,syst_total_real_err,syst_dPm_max_real,syst_dPm_max_real_err,syst_dQ2_real,syst_dQ2_real_err,syst_dEm_real,syst_dEm_real_err,syst_dHcoll_real,syst_dHcoll_real_err,syst_dScoll_real,syst_dScoll_real_err
52,127688.291,357.422,141454.039,376.197,142799.052,377.982,140174.013,374.489,127483.305,357.137,141388.039,376.110
53,123979.935,352.193,140625.355,375.092,120653.948,347.441,140174.013,374.489,147476.736,384.123,141396.039,376.120
54,151847.813,389.781,141575.039,376.358,155008.486,393.815,141395.039,376.119,138312.696,371.998,141395.039,376.119
55,146465.396,382.803,141764.039,376.609,142124.380,377.088,142432.040,377.495,144268.054,379.921,141396.039,376.120
56,130846.672,361.820,142046.724,376.987,137597.699,371.035,141007.371,375.603,134219.002,366.450,141396.039,376.120
57,149756.383,387.076,140625.355,375.092,152915.775,391.143,138903.998,372.787,141695.710,376.519,141396.039,376.120
58,138035.003,371.620,141280.697,375.966,147642.395,384.337,141395.039,376.119,132273.330,363.785,141403.039,376.130
59,119457.247,345.710,141718.039,376.548,137948.699,371.508,143128.711,378.417,120712.921,347.522,141396.039,376.120
60,156320.103,395.471,141336.368,376.040,147964.739,384.757,142078.040,377.026,148724.407,385.744,141392.039,376.115
61,129555.605,360.022,141280.697,375.966,150456.409,387.982,141731.039,376.565,121486.593,348.634,141394.039,376.118
62,138243.012,371.902,141395.039,376.119,139010.367,372.935,140174.013,374.489,141845.710,376.718,141387.039,376.108
63,130794.671,361.748,142091.724,377.046,128179.316,358.112,142078.040,377.026,142875.710,378.083,141395.039,376.119
64,134875.342,367.345,141514.039,376.277,135860.012,368.684,142763.711,377.935,138884.696,372.766,141395.039,376.119
65,151569.447,389.419,140118.355,374.416,155396.829,394.309,140601.357,375.060,139968.367,374.217,141391.039,376.114
66,96950.499,311.449,142046.724,376.987,95489.487,309.092,141007.371,375.603,143320.710,378.671,141396.039,376.120
67,128877.632,359.083,140309.355,374.671,129556.316,360.029,142078.040,377.026,141059.039,375.672,141387.039,376.108
68,152475.462,390.582,139429.013,373.493,160429.188,400.642,141395.039,376.119,136340.683,369.336,141387.039,376.108
69,157776.528,397.319,142091.724,377.046,164603.893,405.824,141731.039,376.565,134437.002,366.747,141396.039,376.120
70,117230.577,342.474,141685.039,376.504,123188.303,351.072,140174.013,374.489,135504.672,368.200,141396.039,376.120
71,137668.999,371.127,141685.039,376.504,137597.699,371.035,138036.655,371.621,144646.054,380.418,141399.039,376.124
72,172473.266,415.411,140706.355,375.200,167152.919,408.956,142078.040,377.026,145922.054,382.091,141394.039,376.118
73,137227.013,370.533,139826.355,374.025,139678.367,373.829,142078.040,377.026,139804.367,373.998,141396.039,376.120
74,97414.841,312.195,142167.724,377.147,100527.185,317.142,141007.371,375.603,136724.683,369.855,141387.039,376.108
75,131801.632,363.132,141718.039,376.548,135169.668,367.745,139335.669,373.367,139624.696,373.757,141379.039,376.098
76,148296.082,385.189,142131.724,377.099,151543.435,389.384,139746.341,373.917,139265.696,373.276,141396.039,376.120
77,127094.976,356.593,141853.710,376.729,125208.645,353.939,140174.013,374.489,144375.054,380.062,141387.039,376.108
78,139280.025,373.295,142003.381,376.928,136220.012,369.172,142432.040,377.495,142875.710,378.083,141393.039,376.116
79,138441.699,372.171,141395.039,376.119,137597.699,371.035,142432.040,377.495,141223.039,375.890,141396.039,376.120
80,135048.996,367.581,141853.710,376.729,132810.655,364.522,141395.039,376.119,143320.710,378.671,141388.039,376.110
81,140184.012,374.502,140309.355,374.671,134471.997,366.795,141395.039,376.119,148534.407,385.497,141395.039,376.119
82,165567.247,407.012,141395.039,376.119,166818.247,408.546,141395.039,376.119,140322.039,374.690,141396.039,376.120
83,147055.396,383.573,142286.395,377.305,150845.751,388.485,142432.040,377.495,135911.672,368.753,141393.039,376.116
84,178457.001,422.560,141685.039,376.504,167833.933,409.789,141395.039,376.119,149953.079,387.334,141396.039,376.120
85,143888.093,379.426,141280.697,375.966,155741.501,394.746,141395.039,376.119,130656.658,361.555,141396.039,376.120
86,151286.434,389.054,141395.039,376.119,158930.188,398.767,140174.013,374.489,135699.672,368.465,141396.039,376.120
87,99777.159,315.953,142003.381,376.928,114156.909,337.956,141395.039,376.119,123270.933,351.185,141396.039,376.120
88,162478.212,403.194,141853.710,376.729,156118.501,395.223,141395.039,376.119,146643.398,383.035,141396.039,376.120
89,152727.433,390.901,141221.697,375.887,152562.775,390.692,141731.039,376.565,141395.039,376.119,141394.039,376.118
90,113135.880,336.438,141575.039,376.358,119016.606,345.075,139746.341,373.917,135911.672,368.753,141393.039,376.116
91,154085.775,392.636,141395.039,376.119,151868.103,389.801,140601.357,375.060,144268.054,379.921,141394.039,376.118
92,122126.908,349.549,140943.026,375.516,140389.039,374.779,140601.357,375.060,124083.933,352.340,141393.039,376.116
93,151555.423,389.398,141088.026,375.709,162840.210,403.643,139335.669,373.367,133776.330,365.845,141395.039,376.119
94,136917.013,370.115,141575.039,376.358,131193.655,362.297,141731.039,376.565,147061.066,383.581,141391.039,376.114
95,139419.367,373.483,142354.737,377.397,141395.039,376.119,139746.341,373.917,140152.367,374.463,141396.039,376.120
96,141934.014,376.831,140706.355,375.200,146607.723,382.988,140601.357,375.060,138312.696,371.998,141387.039,376.108
97,93788.803,306.326,141395.039,376.119,102022.857,319.492,140601.357,375.060,130885.658,361.872,141399.039,376.124
98,90298.107,300.569,140220.355,374.552,91838.803,303.126,140174.013,374.489,141395.039,376.119,141396.039,376.120
99,125461.631,354.294,141454.039,376.197,121587.619,348.783,141007.371,375.603,146333.398,382.630,141396.039,376.120
100,118342.262,344.096,141635.039,376.438,119380.606,345.602,142078.040,377.026,139265.696,373.276,141396.039,376.120
101,191972.408,438.269,141514.039,376.277,188282.424,434.040,140174.013,374.489,145252.054,381.214,141394.039,376.118
102,178367.973,422.451,141336.368,376.040,167152.919,408.956,142432.040,377.495,149775.079,387.104,141396.039,376.120
103,134898.655,367.375,141718.039,376.548,133461.655,365.414,142432.040,377.495,141548.039,376.322,141393.039,376.116
104,149320.432,386.519,140860.026,375.405,153274.459,391.604,141731.039,376.565,137934.026,371.488,141401.039,376.127
105,145052.698,380.949,141169.697,375.818,144187.723,379.816,140174.013,374.489,143719.382,379.197,141396.039,376.120
106,136199.002,369.142,141024.026,375.624,141395.039,376.119,141007.371,375.603,136932.683,370.136,141396.039,376.120
107,135037.025,367.568,142251.395,377.258,135516.340,368.217,143128.711,378.417,138312.696,371.998,141397.039,376.122
108,128281.287,358.250,140386.355,374.773,132493.655,364.087,141731.039,376.565,137550.354,370.970,141387.039,376.108
109,121761.618,349.032,140860.026,375.405,124179.975,352.482,142078.040,377.026,138494.696,372.242,141394.039,376.118
110,127041.974,356.519,141764.039,376.609,128504.316,358.565,141731.039,376.565,139077.696,373.024,141396.039,376.120
111,120245.235,346.846,140309.355,374.671,135169.668,367.745,139746.341,373.917,128241.645,358.198,141396.039,376.120
112,147577.712,384.251,141395.039,376.119,146274.723,382.553,140601.357,375.060,143462.710,378.858,141390.039,376.112
113,135706.985,368.473,140625.355,375.092,131479.655,362.692,142432.040,377.495,145691.054,381.789,141386.039,376.107
114,120670.621,347.465,142453.079,377.528,128179.316,358.112,139746.341,373.917,133776.330,365.845,141396.039,376.120
115,134202.973,366.424,140860.026,375.405,131193.655,362.297,140601.357,375.060,146032.054,382.235,141391.039,376.114
116,122650.619,350.303,140386.355,374.773,124179.975,352.482,141007.371,375.603,141059.039,375.672,141394.039,376.118
117,127902.948,357.721,140860.026,375.405,135169.668,367.745,141007.371,375.603,134657.002,367.047,141396.039,376.120
118,145296.370,381.269,141718.039,376.548,151182.094,388.919,140174.013,374.489,136724.683,369.855,141395.039,376.119
119,129337.312,359.725,141280.697,375.966,126866.316,356.274,142763.711,377.935,142875.710,378.083,141387.039,376.108
120,115552.580,340.015,140386.355,374.773,125896.316,354.910,141007.371,375.603,131108.658,362.180,141399.039,376.124
121,151206.777,388.953,141897.710,376.787,151868.103,389.801,142763.711,377.935,138884.696,372.766,141399.039,376.124
122,120225.658,346.830,142550.421,377.658,122843.303,350.581,140601.357,375.060,138124.696,371.745,141396.039,376.120
123,111876.261,334.568,142220.395,377.217,122543.303,350.152,141395.039,376.119,128470.645,358.518,141397.039,376.122
124,131207.974,362.315,141221.697,375.887,127163.316,356.690,140601.357,375.060,146951.398,383.437,141394.039,376.118
125,143058.028,378.321,139538.013,373.639,139678.367,373.829,142763.711,377.935,145357.054,381.351,141396.039,376.120
126,134897.669,367.375,140860.026,375.405,127840.316,357.638,141731.039,376.565,149493.079,386.739,141390.039,376.112
127,127514.673,357.186,142286.395,377.305,124179.975,352.482,142078.040,377.026,143600.382,379.040,141379.039,376.098
128,129057.962,359.333,141395.039,376.119,134832.997,367.287,142078.040,377.026,134657.002,367.047,141394.039,376.118
129,135403.670,368.063,141280.697,375.966,136220.012,369.172,141731.039,376.565,140322.039,374.690,141393.039,376.116
130,137454.989,370.837,140539.355,374.977,145611.723,381.686,141007.371,375.603,134657.002,367.047,141396.039,376.120
131,135217.016,367.811,141395.039,376.119,138662.699,372.468,141731.039,376.565,137550.354,370.970,141391.039,376.114
132,123533.279,351.559,140625.355,375.092,120653.948,347.441,142078.040,377.026,144886.054,380.733,141389.039,376.111
133,146011.051,382.208,141956.710,376.865,139341.367,373.378,140601.357,375.060,148407.407,385.333,141395.039,376.119
134,154221.431,392.808,141897.710,376.787,148686.409,385.695,141007.371,375.603,146532.398,382.890,141395.039,376.119
135,106029.538,325.704,141454.039,376.197,105056.539,324.207,141007.371,375.603,143033.710,378.292,141393.039,376.116
136,146616.055,382.998,140625.355,375.092,142124.380,377.088,141007.371,375.603,147061.066,383.581,141399.039,376.124
137,152788.146,390.985,139920.355,374.151,157867.516,397.432,141007.371,375.603,138708.696,372.529,141387.039,376.108
138,175576.974,419.135,140943.026,375.516,170384.620,412.892,142432.040,377.495,145145.054,381.073,141396.039,376.120
139,133542.332,365.525,141514.039,376.277,139678.367,373.829,141395.039,376.119,135065.002,367.602,141393.039,376.116
140,131091.973,362.154,140943.026,375.516,129556.316,360.029,142432.040,377.495,142468.710,377.544,141396.039,376.120
141,142391.028,377.439,141575.039,376.358,147964.739,384.757,143128.711,378.417,134219.002,366.450,141395.039,376.119
142,160307.543,400.493,142324.395,377.355,160429.188,400.642,141007.371,375.603,140729.039,375.232,141387.039,376.108
143,151484.775,389.310,141169.697,375.818,154310.143,392.926,140601.357,375.060,139804.367,373.998,141396.039,376.120
144,140966.687,375.546,141169.697,375.818,146607.723,382.988,141007.371,375.603,136540.683,369.606,141397.039,376.122
145,140858.712,375.406,142003.381,376.928,136914.028,370.112,141007.371,375.603,145252.054,381.214,141388.039,376.110
146,140414.370,374.812,141336.368,376.040,142799.052,377.982,141007.371,375.603,139463.696,373.541,141395.039,376.119
147,180562.318,425.041,142131.724,377.099,176095.974,419.754,139746.341,373.917,145797.054,381.928,141399.039,376.124
148,135805.000,368.607,141853.710,376.729,133152.655,364.991,141007.371,375.603,144150.382,379.765,141386.039,376.107
149,125413.974,354.228,141764.039,376.609,127504.316,357.168,141395.039,376.119,138708.696,372.529,141396.039,376.120
150,109854.842,331.520,140386.355,374.773,140761.039,375.275,141731.039,376.565,110884.855,333.072,141395.039,376.119
151,118123.251,343.775,141336.368,376.040,118335.934,344.087,140601.357,375.060,142012.710,376.940,141396.039,376.120
152,145358.700,381.351,140706.355,375.200,151868.103,389.801,140174.013,374.489,137136.683,370.412,141396.039,376.120
153,151339.409,389.119,141811.710,376.673,145944.723,382.122,142078.040,377.026,145475.054,381.506,141396.039,376.120
154,140103.016,374.394,140860.026,375.405,145611.723,381.686,141007.371,375.603,136932.683,370.136,141390.039,376.112
155,119598.577,345.914,141685.039,376.504,130545.316,361.400,140174.013,374.489,130430.658,361.243,141393.039,376.116
156,128456.986,358.500,141811.710,376.673,126866.316,356.274,141007.371,375.603,143161.710,378.461,141396.039,376.120
157,124873.619,353.462,141685.039,376.504,120653.948,347.441,140174.013,374.489,147476.736,384.123,141391.039,376.114
158,168836.591,411.010,141024.026,375.624,168556.933,410.670,141731.039,376.565,141695.710,376.519,141396.039,376.120
159,134439.640,366.748,140460.355,374.872,129901.316,360.508,140601.357,375.060,148176.407,385.033,141397.039,376.122
160,143619.050,379.066,142220.395,377.217,136220.012,369.172,140174.013,374.489,149541.079,386.801,141399.039,376.124
161,163802.537,404.833,141024.026,375.624,163533.880,404.502,141731.039,376.565,141695.710,376.519,141396.039,376.120
162,190970.762,437.127,141024.026,375.624,190444.776,436.526,141007.371,375.603,142601.710,377.720,141396.039,376.120
163,133702.673,365.745,141395.039,376.119,142124.380,377.088,142432.040,377.495,132049.330,363.477,141396.039,376.120
164,127725.988,357.479,141575.039,376.358,125208.645,353.939,141731.039,376.565,143719.382,379.197,141396.039,376.120
165,118668.252,344.567,140625.355,375.092,124179.975,352.482,142432.040,377.495,134869.002,367.336,141399.039,376.124
166,143282.039,378.619,140943.026,375.516,142124.380,377.088,142078.040,377.026,142318.710,377.345,141396.039,376.120
167,152708.080,390.874,141088.026,375.709,145611.723,381.686,141007.371,375.603,149028.079,386.138,141387.039,376.108
168,149567.118,386.840,141718.039,376.548,156821.173,396.112,141007.371,375.603,134869.002,367.336,141394.039,376.118
169,101115.170,318.065,141811.710,376.673,105056.539,324.207,140174.013,374.489,136932.683,370.136,141391.039,376.114
170,123495.925,351.503,141395.039,376.119,143156.052,378.454,140174.013,374.489,123014.933,350.820,141396.039,376.120
171,98354.526,313.699,142586.092,377.706,100527.185,317.142,142078.040,377.026,136540.683,369.606,141395.039,376.119
172,142077.026,377.023,141088.026,375.709,143855.723,379.378,140601.357,375.060,140729.039,375.232,141394.039,376.118
173,154057.433,392.599,141395.039,376.119,150845.751,388.485,142078.040,377.026,143719.382,379.197,141391.039,376.114
174,135077.657,367.618,141221.697,375.887,138302.699,371.984,140174.013,374.489,139463.696,373.541,141395.039,376.119
175,128746.974,358.902,141764.039,376.609,130545.316,361.400,141395.039,376.119,139077.696,373.024,141393.039,376.116
176,163455.852,404.402,141897.710,376.787,164603.893,405.824,139746.341,373.917,141548.039,376.322,141393.039,376.116
177,149492.104,386.742,141169.697,375.818,156118.501,395.223,141731.039,376.565,135275.002,367.888,141391.039,376.114
178,132644.344,364.296,142167.724,377.147,138302.699,371.984,141395.039,376.119,134869.002,367.336,141391.039,376.114
179,129496.947,359.942,140460.355,374.872,131832.655,363.178,139335.669,373.367,141845.710,376.718,141395.039,376.119
180,111210.208,333.563,141454.039,376.197,110960.222,333.190,140601.357,375.060,142468.710,377.544,141393.039,376.116
181,116106.593,340.831,141718.039,376.548,122543.303,350.152,141731.039,376.565,133377.330,365.299,141394.039,376.118
182,145839.054,381.983,141685.039,376.504,139010.367,372.935,142432.040,377.495,146951.398,383.437,141394.039,376.118
183,129177.621,359.499,141024.026,375.624,133152.655,364.991,140601.357,375.060,138312.696,371.998,141396.039,376.120
184,119757.935,346.147,141088.026,375.709,117366.934,342.676,143446.383,378.837,142468.710,377.544,141394.039,376.118
185,135866.673,368.692,141514.039,376.277,144893.723,380.744,143128.711,378.417,130885.658,361.872,141396.039,376.120
186,127697.607,357.432,141169.697,375.818,133801.997,365.880,140601.357,375.060,135911.672,368.753,141396.039,376.120
187,119416.264,345.653,140220.355,374.552,116394.262,341.253,141395.039,376.119,146333.398,382.630,141394.039,376.118
188,127262.949,356.825,140220.355,374.552,135516.340,368.217,141731.039,376.565,133565.330,365.556,141396.039,376.120
189,134948.315,367.441,139304.013,373.325,138302.699,371.984,140174.013,374.489,141223.039,375.890,141396.039,376.120
190,169590.278,411.927,141764.039,376.609,173210.290,416.300,142078.040,377.026,137338.354,370.684,141396.039,376.120
191,130973.643,361.992,141221.697,375.887,136574.684,369.652,141007.371,375.603,136129.011,369.048,141394.039,376.118
192,115621.562,340.115,141280.697,375.966,112195.894,335.040,142432.040,377.495,144756.054,380.562,141391.039,376.114
193,166958.904,408.717,141853.710,376.729,163862.552,404.908,142078.040,377.026,142875.710,378.083,141395.039,376.119
194,151246.474,389.008,141685.039,376.504,155741.501,394.746,142078.040,377.026,136340.683,369.336,141396.039,376.120
195,122291.617,349.790,140786.355,375.307,124874.645,353.467,142763.711,377.935,137742.026,371.229,141391.039,376.114
196,152954.095,391.190,141811.710,376.673,152227.103,390.262,139746.341,373.917,143320.710,378.671,141396.039,376.120
197,157810.871,397.363,142220.395,377.217,158252.516,397.916,141731.039,376.565,139804.367,373.998,141396.039,376.120
198,153107.737,391.384,141514.039,376.277,149043.409,386.157,139746.341,373.917,146844.398,383.297,141395.039,376.119
199,122413.277,349.963,140706.355,375.200,126559.316,355.843,142763.711,377.935,136129.011,369.048,141391.039,376.114
200,181303.685,425.917,141811.710,376.673,173960.960,417.201,141395.039,376.119,146844.398,383.297,141396.039,376.120
201,143218.040,378.535,140025.355,374.291,142124.380,377.088,141007.371,375.603,144268.054,379.921,141396.039,376.120
202,151333.461,389.118,141395.039,376.119,158596.188,398.348,142078.040,377.026,134219.002,366.450,141394.039,376.118
203,163769.222,404.794,141853.710,376.729,163862.552,404.908,141007.371,375.603,141223.039,375.890,141396.039,376.120
204,137843.684,371.365,141514.039,376.277,136220.012,369.172,143128.711,378.417,141223.039,375.890,141396.039,376.120
205,147599.738,384.283,141764.039,376.609,143855.723,379.378,143446.383,378.837,142601.710,377.720,141396.039,376.120
206,142678.354,377.819,141764.039,376.609,150456.409,387.982,141731.039,376.565,133377.330,365.299,141382.039,376.102
207,155043.764,393.853,141635.039,376.438,152562.775,390.692,139335.669,373.367,145577.054,381.640,141396.039,376.120
208,120217.933,346.811,142091.724,377.046,127163.316,356.690,139746.341,373.917,134657.002,367.047,141384.039,376.104
209,120381.581,347.044,141956.710,376.865,143521.723,378.938,141007.371,375.603,118443.237,344.238,141396.039,376.120
210,132016.670,363.433,142003.381,376.928,125896.316,354.910,140174.013,374.489,149028.079,386.138,141403.039,376.130
211,142934.078,378.165,142354.737,377.397,142124.380,377.088,141731.039,376.565,140896.039,375.455,141395.039,376.119
212,143723.700,379.201,140943.026,375.516,148319.409,385.218,142763.711,377.935,136129.011,369.048,141394.039,376.118
213,126447.633,355.683,141718.039,376.548,124874.645,353.467,140174.013,374.489,144150.382,379.765,141393.039,376.116
214,118016.896,343.617,141718.039,376.548,134471.997,366.795,141395.039,376.119,123829.933,351.980,141395.039,376.119
215,125487.315,354.333,142131.724,377.099,121938.287,349.286,141007.371,375.603,145252.054,381.214,141391.039,376.114
216,147098.739,383.630,141811.710,376.673,142124.380,377.088,142763.711,377.935,144499.054,380.225,141396.039,376.120
217,156907.161,396.219,140539.355,374.977,157509.516,396.981,142078.040,377.026,141059.039,375.672,141401.039,376.127
218,157122.831,396.491,140460.355,374.872,155741.501,394.746,141007.371,375.603,144020.382,379.594,141396.039,376.120
219,160248.159,400.413,140625.355,375.092,155008.486,393.815,142763.711,377.935,145577.054,381.640,141393.039,376.116
220,113782.905,337.402,141575.039,376.358,109043.552,330.301,141395.039,376.119,147476.736,384.123,141395.039,376.119
221,155003.145,393.807,139920.355,374.151,163862.552,404.908,141731.039,376.565,134869.002,367.336,141399.039,376.124
222,138080.341,371.682,141280.697,375.966,135860.012,368.684,141731.039,376.565,143462.710,378.858,141395.039,376.119
223,118528.921,344.365,141764.039,376.609,129192.316,359.523,142432.040,377.495,128470.645,358.518,141390.039,376.112
224,131221.605,362.328,140860.026,375.405,150845.751,388.485,140601.357,375.060,124083.933,352.340,141387.039,376.108
225,144942.437,380.814,141221.697,375.887,156118.501,395.223,141395.039,376.119,131364.330,362.533,141396.039,376.120
226,106440.184,326.331,140625.355,375.092,118335.934,344.087,141731.039,376.565,127728.977,357.481,141391.039,376.114
227,113246.881,336.603,141336.368,376.040,121265.948,348.320,140601.357,375.060,132942.330,364.703,141393.039,376.116
228,144842.751,380.680,141897.710,376.787,158252.516,397.916,140174.013,374.489,129973.658,360.610,141393.039,376.116
229,119472.262,345.734,141395.039,376.119,120011.278,346.514,140174.013,374.489,142012.710,376.940,141396.039,376.120
230,152511.406,390.622,141024.026,375.624,149043.409,386.157,141007.371,375.603,145475.054,381.506,141396.039,376.120
231,114861.236,338.996,141395.039,376.119,120330.948,346.976,142432.040,377.495,133994.330,366.143,141395.039,376.119
232,128592.629,358.686,140706.355,375.200,143156.052,378.454,141007.371,375.603,127973.645,357.824,141396.039,376.120
233,150837.751,388.475,140860.026,375.405,160065.188,400.187,140174.013,374.489,134869.002,367.336,141393.039,376.116
234,172204.922,415.086,141764.039,376.609,160754.188,401.047,142078.040,377.026,150275.747,387.751,141396.039,376.120
235,121812.935,349.103,140309.355,374.671,118335.934,344.087,141395.039,376.119,146736.398,383.157,141394.039,376.118
236,131238.973,362.357,141395.039,376.119,133801.997,365.880,140601.357,375.060,139463.696,373.541,141389.039,376.111
237,123394.960,351.365,141956.710,376.865,127840.316,357.638,141007.371,375.603,136340.683,369.336,141395.039,376.119
238,111319.553,333.728,141897.710,376.787,120330.948,346.976,139746.341,373.917,132049.330,363.477,141388.039,376.110
239,140762.039,375.276,141811.710,376.673,143521.723,378.938,142763.711,377.935,136932.683,370.136,141394.039,376.118
